CBRQ|HHN|47.30915|-76.47073|0.307|20040730.2017|20050528.2359|Cabonga Reservoir|QC|POLARIS
CBRQ|HHZ|47.30915|-76.47073|0.307|20040730.2017|20050528.2359|Cabonga Reservoir|QC|POLARIS
CDKN|BHE|64.23484|-66.34399|0.65|20090820.1512|20120928.2359|Chidliak Camp|NU|POLARIS
CDKN|BHN|64.23484|-66.34399|0.65|20090820.1512|20120928.2359|Chidliak Camp|NU|POLARIS
CDKN|BHZ|64.23484|-66.34399|0.65|20090820.1512|20120928.2359|Chidliak Camp|NU|POLARIS
CHEG|HHE|46.80836|-60.67447|0.4459|20051019.1432||Cheticamp|NS|CNSN
CHEG|HHN|46.80836|-60.67447|0.4459|20051019.1432||Cheticamp|NS|CNSN
CHEG|HHZ|46.80836|-60.67447|0.4459|20051019.1432||Cheticamp|NS|CNSN
CHGQ|HHE|49.9105|-74.374833|0.4057|20071011.1427||Chibougamau|QC|POLARIS
CHGQ|HHN|49.9105|-74.374833|0.4057|20071011.1427||Chibougamau|QC|POLARIS
CHGQ|HHZ|49.9105|-74.374833|0.4057|20071011.1427||Chibougamau|QC|POLARIS
CHIQ|HNE|48.48978|-71.01229|0.144|20180603.182||Chicoutimi-Nord|QC|CNSN
CHIQ|HNN|48.48978|-71.01229|0.144|20180603.182||Chicoutimi-Nord|QC|CNSN
CHIQ|HNZ|48.48978|-71.01229|0.144|20180603.182||Chicoutimi-Nord|QC|CNSN
CACQ|HHE|47.94814|-69.49964|0.006|20180614.163||Cacouna|QC|CNSN
CACQ|HHN|47.94814|-69.49964|0.006|20180614.163||Cacouna|QC|CNSN
CACQ|HHZ|47.94814|-69.49964|0.006|20180614.163||Cacouna|QC|CNSN
CACQ|HNE|47.94814|-69.49964|0.006|20180614.163||Cacouna|QC|CNSN
CACQ|HNN|47.94814|-69.49964|0.006|20180614.163||Cacouna|QC|CNSN
CACQ|HNZ|47.94814|-69.49964|0.006|20180614.163||Cacouna|QC|CNSN
CLAP|EHZ|53.3217|-132.411|0.06|19990930.2219|19991103.2157|Queen Charlotte|BC|HABC
CLAP|HHE|53.3217|-132.411|0.06|19990628.2345|19991103.2157|Queen Charlotte|BC|HABC
CLAP|HHN|53.3217|-132.411|0.06|19990628.2345|19991103.2157|Queen Charlotte|BC|HABC
CLAP|HHZ|53.3217|-132.411|0.06|19990628.2345|19990927.2102|Queen Charlotte|BC|HABC
CLPO|HHE|45.24599|-76.96416|0.272|20021011.2016|20031115.2359|Centennial Lake Park|ON|POLARIS
CLPO|HHN|45.24599|-76.96416|0.272|20021011.2016|20031115.2359|Centennial Lake Park|ON|POLARIS
CLPO|HHZ|45.24599|-76.96416|0.272|20021011.2016|20031115.2359|Centennial Lake Park|ON|POLARIS
CLRN|BHE|70.47433|-68.58709|0.009|20110113.21||Clyde River|NU|CNSN
CLRN|BHN|70.47433|-68.58709|0.009|20110113.21||Clyde River|NU|CNSN
CLRN|BHZ|70.47433|-68.58709|0.009|20110113.21||Clyde River|NU|CNSN
CLRS|HHE|48.82032|-124.1309|0.174|20140911||Cowichan Lake Research St|BC|CNSN
CLRS|HHN|48.82032|-124.1309|0.174|20140911||Cowichan Lake Research St|BC|CNSN
CLRS|HHZ|48.82032|-124.1309|0.174|20140911||Cowichan Lake Research St|BC|CNSN
CLRS|HNE|48.82032|-124.1309|0.174|20160907.203||Cowichan Lake Research St|BC|CNSN
CLRS|HNN|48.82032|-124.1309|0.174|20160907.203||Cowichan Lake Research St|BC|CNSN
CLRS|HNZ|48.82032|-124.1309|0.174|20160907.203||Cowichan Lake Research St|BC|CNSN
CLSB|HHE|52.75875|-122.55515|0.792|20060902.1441|20090826.183|Cack Lake|BC|POLARIS
CLSB|HHN|52.75875|-122.55515|0.792|20060902.1441|20090826.183|Cack Lake|BC|POLARIS
CLSB|HHZ|52.75875|-122.55515|0.792|20060902.1441|20090826.183|Cack Lake|BC|POLARIS
CLVB|HHE|49.38167|-123.14468|0.427|20021117.185|20050804.1519|Cleveland Dam|BC|POLARIS
CLVB|HHN|49.38167|-123.14468|0.427|20021117.185|20050804.1519|Cleveland Dam|BC|POLARIS
CLVB|HHZ|49.38167|-123.14468|0.427|20021117.185|20050804.1519|Cleveland Dam|BC|POLARIS
CLVN|BHE|67.03902|-126.07792|0.263|20100718.23||Colville Lake|NT|POLARIS
CLVN|BHN|67.03902|-126.07792|0.263|20100718.23||Colville Lake|NT|POLARIS
CLVN|BHZ|67.03902|-126.07792|0.263|20100718.23||Colville Lake|NT|POLARIS
CLWO|HHE|44.44907|-80.30132|0.485|20030725.1725||Collingwood|ON|SOSN
CLWO|HHN|44.44907|-80.30132|0.485|20030725.1725||Collingwood|ON|SOSN
CLWO|HHZ|44.44907|-80.30132|0.485|20030725.1725||Collingwood|ON|SOSN
CMBN|BHE|65.68613|-64.44806|0.289|20090817.1247|20120907.2359|Cumberland Camp|NU|POLARIS
CMBN|BHN|65.68613|-64.44806|0.289|20090817.1247|20120907.2359|Cumberland Camp|NU|POLARIS
CMBN|BHZ|65.68613|-64.44806|0.289|20090817.1247|20120907.2359|Cumberland Camp|NU|POLARIS
CNQ|EHZ|49.30199|-68.07459|0.2|19960201.202||Cote-Nord|QC|CNSN
CODG|HHE|47.84056|-59.25352|0.05|20051006.1253|20080910.23|Codroy|NL|POLARIS
CODG|HHN|47.84056|-59.25352|0.05|20051006.1253|20080910.23|Codroy|NL|POLARIS
CODG|HHZ|47.84056|-59.25352|0.05|20051006.1253|20080910.23|Codroy|NL|POLARIS
COKN|BHE|63.27016|-108.76226|0.357|20080710.1812|20110706.19|Cook Lake|NT|POLARIS
COKN|BHN|63.27016|-108.76226|0.357|20080710.1812|20110706.19|Cook Lake|NT|POLARIS
COKN|BHZ|63.27016|-108.76226|0.357|20080710.1812|20110706.19|Cook Lake|NT|POLARIS
COQB|HHE|49.35422|-122.77472|0.161|20020407.0234|20050803.1503|Coquitlam Dam|BC|POLARIS
COQB|HHN|49.35422|-122.77472|0.161|20020407.0234|20050803.1503|Coquitlam Dam|BC|POLARIS
