"Net","Sta","Lat [°]","Lon [°]","Elev [m]","Open","Rest.","Country","Station Name","Affiliation","Start","End","Info"
"NI","DST2","45.6587 N","13.8013 E","80","Yes","No","","","","2005","-","details"
"NI","PALA","46.2450 N","12.9240 E","1280","Yes","No","","","","2008","-","details"
"NI","POLC","46.0266 N","12.5005 E","150","Yes","No","","","","2008","-","details"
"NI","PURA","46.4258 N","12.7419 E","1417","Yes","No","","","","2007","-","details"
"NI","VINO","46.2538 N","13.2755 E","608","Yes","No","","","","2008","-","details"
"NL","BAPP","53.3148 N","6.8354 E","0","Yes","No","Nederland","Appingedam","KNMI","2013","-","details"
"NL","BBER","52.6614 N","4.7045 E","2","Yes","No","","Bergen","KNMI","2017","-","details"
"NL","BFB2","53.1875 N","6.7655 E","1","Yes","No","Nederland","Froombosch2","KNMI","2014","-","details"
"NL","BGAR","53.3679 N","6.7136 E","1","Yes","No","Nederland","Garsthuizen","KNMI","2014","-","details"
"NL","BHAR","53.2292 N","6.7090 E","1","Yes","No","Nederland","Harkstede","KNMI","2014","-","details"
"NL","BHKS","53.2920 N","6.7850 E","1","Yes","No","Nederland","Hoeksmeer","KNMI","2014","-","details"
"NL","BING","50.9708 N","5.9268 E","80","Yes","No","","Bingelrade","KNMI","2014","-","details"
"NL","BKMZ","53.2901 N","6.3189 E","2","Yes","No","","Kommerzijl","KNMI","2015","-","details"
"NL","BLOP","53.3339 N","6.7466 E","1","Yes","No","Nederland","Loppersum","KNMI","2013","-","details"
"NL","BMD2","53.3532 N","6.6472 E","0","Yes","No","Nederland","Middelstum 2","KNMI","2013","-","details"
"NL","BOWW","53.3405 N","6.8125 E","1","Yes","No","Nederland","Oosterwijterd","KNMI","2013","-","details"
"NL","BSTD","53.3123 N","6.6921 E","1","Yes","No","Nederland","Stedum","KNMI","2014","-","details"
"NL","BUHZ","53.4070 N","6.6727 E","2","Yes","No","Nederland","Uithuizen","KNMI","2013","-","details"
"NL","BWIN","53.3112 N","6.7484 E","1","Yes","No","Nederland","Winneweer","KNMI","2014","-","details"
"NL","BWIR","53.3226 N","6.7861 E","0","Yes","No","Nederland","Wirdum","KNMI","2013","-","details"
"NL","BWSE","53.3444 N","6.7099 E","1","Yes","No","Nederland","Westeremden","KNMI","2013","-","details"
"NL","BZN1","53.3657 N","6.7751 E","1","Yes","No","Nederland","t Zandt 1","KNMI","2013","-","details"
"NL","BZN2","53.3568 N","6.7547 E","1","Yes","No","Nederland","t Zandt 2","KNMI","2013","-","details"
"NL","CHA1","51.5043 N","4.9212 E","20","Yes","No","","Chaam niveau 1","KNMI","2011","-","details"
"NL","CHA2","51.5043 N","4.9212 E","20","Yes","No","","Chaam niveau 2","KNMI","2011","-","details"
"NL","CHA3","51.5043 N","4.9212 E","20","Yes","No","","Chaam niveau 3","KNMI","2011","-","details"
"NL","CHA4","51.5043 N","4.9212 E","20","Yes","No","","Chaam niveau 4","KNMI","2011","-","details"
"NL","CHA5","51.5043 N","4.9212 E","20","Yes","No","","Chaam niveau 5","KNMI","2011","-","details"
"NL","CIA01","51.9688 N","4.9279 E","-1","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA02","51.9697 N","4.9288 E","-1","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA03","51.9686 N","4.9295 E","-1","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA04","51.9679 N","4.9280 E","-2","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA05","51.9685 N","4.9264 E","-2","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA06","51.9696 N","4.9269 E","-1","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA07","51.9707 N","4.9258 E","0","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA08","51.9721 N","4.9239 E","-1","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA09","51.9742 N","4.9230 E","-1","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","CIA10","51.9730 N","4.9266 E","-2","Yes","No","","Cabauw Infrasound Array","NL - Netherlands Seismic Network","2012","-","details"
"NL","DBN","52.1017 N","5.1767 E","3","Yes","No","Netherlands","De Bilt","KNMI","1997","-","details"
"NL","DBN01","52.0989 N","5.1759 E","4","Yes","No","","De Bilt Infrasound Array","NL - Netherlands Seismic Network","2002","-","details"
"NL","DBN02","52.0990 N","5.1762 E","3","Yes","No","","De Bilt Infrasound Array","NL - Netherlands Seismic Network","2002","-","details"
"NL","DBN03","52.0990 N","5.1768 E","1","Yes","No","","De Bilt Infrasound Array","NL - Netherlands Seismic Network","2002","-","details"
"NL","DBN04","52.0988 N","5.1768 E","2","Yes","No","","De Bilt Infrasound Array","NL - Netherlands Seismic Network","2002","-","details"
"NL","DBN05","52.0984 N","5.1765 E","2","Yes","No","","De Bilt Infrasound Array","NL - Netherlands Seismic Network","2002","-","details"
"NL","DBN06","52.0985 N","5.1762 E","3","Yes","No","","De Bilt Infrasound Array","NL - Netherlands Seismic Network","2002","-","details"
"NL","DL01","52.0601 N","5.8873 E","52","Yes","No","","Deelen Infrasound Array","NL - Netherlands Seismic Network","1999","-","details"
"NL","DL14","52.0551 N","5.8828 E","49","Yes","No","","Deelen Infrasound Array","NL - Netherlands Seismic Network","1999","-","details"
"NL","DL17","52.0600 N","5.8875 E","49","Yes","No","","Deelen Infrasound Array","NL - Netherlands Seismic Network","1999","-","details"
"NL","ENM1","53.4064 N","6.4817 E","1","Yes","No","","Eenrum (Westernieland) niveau 1","KNMI","1995","-","details"
"NL","ENM2","53.4064 N","6.4817 E","1","Yes","No","","Eenrum (Westernieland) niveau 2","KNMI","1995","-","details"
"NL","ENM3","53.4064 N","6.4817 E","1","Yes","No","","Eenrum (Westernieland) niveau 3","KNMI","1995","-","details"
"NL","ENM4","53.4064 N","6.4817 E","1","Yes","No","","Eenrum (Westernieland) niveau 4","KNMI","1995","-","details"
"NL","ENV1","52.8944 N","6.6337 E","17","Yes","No","","Elp (Enerveen) niveau 1","KNMI","1995","-","details"
"NL","ENV2","52.8944 N","6.6337 E","17","Yes","No","","Elp (Enerveen) niveau 2","KNMI","1995","-","details"
"NL","ENV3","52.8944 N","6.6337 E","17","Yes","No","","Elp (Enerveen) niveau 3","KNMI","1995","-","details"
"NL","ENV4","52.8944 N","6.6337 E","17","Yes","No","","Elp (Enerveen) niveau 4","KNMI","1995","-","details"
"NL","EXL01","52.9081 N","6.8654 E","6","Yes","No","","Exloo Infrasound Array","NL - Netherlands Seismic Network","2005","-","details"
"NL","EXL02","52.9068 N","6.8655 E","7","Yes","No","","Exloo Infrasound Array","NL - Netherlands Seismic Network","2005","-","details"
"NL","EXL03","52.9083 N","6.8640 E","6","Yes","No","","Exloo Infrasound Array","NL - Netherlands Seismic Network","2005","-","details"
"NL","EXL04","52.9067 N","6.8660 E","4","Yes","No","","Exloo Infrasound Array","NL - Netherlands Seismic Network","2005","-","details"
"NL","EXL05","52.9083 N","6.8678 E","6","Yes","No","","Exloo Infrasound Array","NL - Netherlands Seismic Network","2005","-","details"
"NL","EXL06","52.9071 N","6.8655 E","6","Yes","No","","Exloo Infrasound Array","NL - Netherlands Seismic Network","2005","-","details"
"NL","FDG1","53.2562 N","5.5481 E","1","Yes","No","","Firdgum niveau 1","KNMI","2009","-","details"
"NL","FDG2","53.2562 N","5.5481 E","1","Yes","No","","Firdgum niveau 2","KNMI","2009","-","details"
"NL","FDG3","53.2562 N","5.5481 E","1","Yes","No","","Firdgum niveau 3","KNMI","2009","-","details"
"NL","FDG4","53.2562 N","5.5481 E","1","Yes","No","","Firdgum niveau 4","KNMI","2009","-","details"
"NL","FSW1","53.2135 N","7.1195 E","1","Yes","No","","Finsterwolde niveau 1","KNMI","1995","-","details"
"NL","FSW2","53.2135 N","7.1195 E","1","Yes","No","","Finsterwolde niveau 2","KNMI","1995","-","details"
"NL","FSW3","53.2135 N","7.1195 E","1","Yes","No","","Finsterwolde niveau 3","KNMI","1995","-","details"
"NL","FSW5","53.2135 N","7.1195 E","1","Yes","No","","Finsterwolde niveau 5","KNMI","1995","-","details"
"NL","G010","53.4425 N","6.7312 E","2","Yes","No","","Uithuizermeeden","KNMI","2015","-","details"
"NL","G011","53.4425 N","6.7312 E","2","Yes","No","","Uithuizermeeden","KNMI","2015","-","details"
"NL","G012","53.4425 N","6.7312 E","2","Yes","No","","Uithuizermeeden","KNMI","2015","-","details"
"NL","G013","53.4425 N","6.7312 E","2","Yes","No","","Uithuizermeeden","KNMI","2015","-","details"
"NL","G014","53.4425 N","6.7312 E","2","Yes","No","","Uithuizermeeden","KNMI","2015","-","details"
"NL","G020","53.4490 N","6.8058 E","2","Yes","No","","Eemshaven","KNMI","2015","-","details"
"NL","G021","53.4490 N","6.8058 E","2","Yes","No","","Eemshaven","KNMI","2015","-","details"
"NL","G022","53.4490 N","6.8058 E","2","Yes","No","","Eemshaven","KNMI","2015","-","details"
"NL","G023","53.4490 N","6.8058 E","2","Yes","No","","Eemshaven","KNMI","2015","-","details"
"NL","G024","53.4490 N","6.8058 E","2","Yes","No","","Eemshaven","KNMI","2015","-","details"
"NL","G030","53.4159 N","6.5976 E","2","Yes","No","","Usquert","KNMI","2015","-","details"
"NL","G031","53.4159 N","6.5976 E","2","Yes","No","","Usquert","KNMI","2015","-","details"
"NL","G032","53.4159 N","6.5976 E","2","Yes","No","","Usquert","KNMI","2015","-","details"
"NL","G033","53.4159 N","6.5976 E","2","Yes","No","","Usquert","KNMI","2015","-","details"
"NL","G034","53.4159 N","6.5976 E","2","Yes","No","","Usquert","KNMI","2015","-","details"
"NL","G040","53.4147 N","6.6747 E","2","Yes","No","","Uithuizen","KNMI","2015","-","details"
"NL","G041","53.4147 N","6.6747 E","2","Yes","No","","Uithuizen","KNMI","2015","-","details"
"NL","G042","53.4147 N","6.6747 E","2","Yes","No","","Uithuizen","KNMI","2015","-","details"
"NL","G043","53.4147 N","6.6747 E","2","Yes","No","","Uithuizen","KNMI","2015","-","details"
"NL","G044","53.4147 N","6.6747 E","2","Yes","No","","Uithuizen","KNMI","2015","-","details"
"NL","G050","53.4184 N","6.7713 E","2","Yes","No","","Roodeschool","KNMI","2015","-","details"
"NL","G051","53.4184 N","6.7713 E","2","Yes","No","","Roodeschool","KNMI","2015","-","details"
"NL","G052","53.4184 N","6.7713 E","2","Yes","No","","Roodeschool","KNMI","2015","-","details"
"NL","G053","53.4184 N","6.7713 E","2","Yes","No","","Roodeschool","KNMI","2015","-","details"
"NL","G054","53.4184 N","6.7713 E","2","Yes","No","","Roodeschool","KNMI","2015","-","details"
"NL","G060","53.4111 N","6.8709 E","2","Yes","No","","Spijk - Vierhuizen","KNMI","2015","-","details"
"NL","G061","53.4111 N","6.8709 E","2","Yes","No","","Spijk - Vierhuizen","KNMI","2015","-","details"
"NL","G062","53.4111 N","6.8709 E","2","Yes","No","","Spijk - Vierhuizen","KNMI","2015","-","details"
"NL","G063","53.4111 N","6.8709 E","2","Yes","No","","Spijk - Vierhuizen","KNMI","2015","-","details"
"NL","G064","53.4111 N","6.8709 E","2","Yes","No","","Spijk - Vierhuizen","KNMI","2015","-","details"
"NL","G070","53.3946 N","6.5458 E","2","Yes","No","","Warffum","KNMI","2015","-","details"
"NL","G071","53.3946 N","6.5458 E","2","Yes","No","","Warffum","KNMI","2015","-","details"
"NL","G072","53.3946 N","6.5458 E","2","Yes","No","","Warffum","KNMI","2015","-","details"
"NL","G073","53.3946 N","6.5458 E","2","Yes","No","","Warffum","KNMI","2015","-","details"
"NL","G074","53.3946 N","6.5458 E","2","Yes","No","","Warffum","KNMI","2015","-","details"
"NL","G080","53.3954 N","6.6439 E","2","Yes","No","","Rottum","KNMI","2015","-","details"
"NL","G081","53.3954 N","6.6439 E","2","Yes","No","","Rottum","KNMI","2015","-","details"
"NL","G082","53.3954 N","6.6439 E","2","Yes","No","","Rottum","KNMI","2015","-","details"
"NL","G083","53.3954 N","6.6439 E","2","Yes","No","","Rottum","KNMI","2015","-","details"
"NL","G084","53.3954 N","6.6439 E","2","Yes","No","","Rottum","KNMI","2015","-","details"
"NL","G090","53.3878 N","6.7245 E","2","Yes","No","","Oldenzijl","KNMI","2015","-","details"
"NL","G091","53.3878 N","6.7245 E","2","Yes","No","","Oldenzijl","KNMI","2015","-","details"
"NL","G092","53.3878 N","6.7245 E","2","Yes","No","","Oldenzijl","KNMI","2015","-","details"
"NL","G093","53.3878 N","6.7245 E","2","Yes","No","","Oldenzijl","KNMI","2015","-","details"
"NL","G094","53.3878 N","6.7245 E","2","Yes","No","","Oldenzijl","KNMI","2015","-","details"
"NL","G100","53.3785 N","6.8044 E","2","Yes","No","","Godlinze","KNMI","2015","-","details"
"NL","G101","53.3785 N","6.8044 E","2","Yes","No","","Godlinze","KNMI","2015","-","details"
"NL","G102","53.3785 N","6.8044 E","2","Yes","No","","Godlinze","KNMI","2015","-","details"
"NL","G103","53.3785 N","6.8044 E","2","Yes","No","","Godlinze","KNMI","2015","-","details"
"NL","G104","53.3785 N","6.8044 E","2","Yes","No","","Godlinze","KNMI","2015","-","details"
"NL","G110","53.3669 N","6.8891 E","2","Yes","No","","Holwierde","KNMI","2015","-","details"
"NL","G111","53.3669 N","6.8891 E","2","Yes","No","","Holwierde","KNMI","2015","-","details"
"NL","G112","53.3669 N","6.8891 E","2","Yes","No","","Holwierde","KNMI","2015","-","details"
"NL","G113","53.3669 N","6.8891 E","2","Yes","No","","Holwierde","KNMI","2015","-","details"
"NL","G114","53.3669 N","6.8891 E","2","Yes","No","","Holwierde","KNMI","2015","-","details"
"NL","G120","53.3699 N","6.5714 E","2","Yes","No","","Warffum","KNMI","2017","-","details"
"NL","G121","53.3699 N","6.5714 E","2","Yes","No","","Warffum","KNMI","2017","-","details"
"NL","G122","53.3699 N","6.5714 E","2","Yes","No","","Warffum","KNMI","2017","-","details"
"NL","G123","53.3699 N","6.5714 E","2","Yes","No","","Warffum","KNMI","2017","-","details"
"NL","G124","53.3699 N","6.5714 E","2","Yes","No","","Warffum","KNMI","2017","-","details"
"NL","G130","53.3489 N","6.6686 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G131","53.3489 N","6.6686 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G132","53.3489 N","6.6686 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G133","53.3489 N","6.6686 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G134","53.3489 N","6.6686 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G140","53.3586 N","6.7708 E","2","Yes","No","","t Zandt GN","KNMI","2015","-","details"
"NL","G141","53.3586 N","6.7708 E","2","Yes","No","","t Zandt GN","KNMI","2015","-","details"
"NL","G142","53.3586 N","6.7708 E","2","Yes","No","","t Zandt GN","KNMI","2015","-","details"
"NL","G143","53.3586 N","6.7708 E","2","Yes","No","","t Zandt GN","KNMI","2015","-","details"
"NL","G144","53.3586 N","6.7708 E","2","Yes","No","","t Zandt GN","KNMI","2015","-","details"
"NL","G160","53.3385 N","6.5314 E","2","Yes","No","","Winsum","KNMI","2015","-","details"
"NL","G161","53.3385 N","6.5314 E","2","Yes","No","","Winsum","KNMI","2015","-","details"
"NL","G162","53.3385 N","6.5314 E","2","Yes","No","","Winsum","KNMI","2015","-","details"
"NL","G163","53.3385 N","6.5314 E","2","Yes","No","","Winsum","KNMI","2015","-","details"
"NL","G164","53.3385 N","6.5314 E","2","Yes","No","","Winsum","KNMI","2015","-","details"
"NL","G170","53.3362 N","6.6363 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G171","53.3362 N","6.6363 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G172","53.3362 N","6.6363 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G173","53.3362 N","6.6363 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G174","53.3362 N","6.6363 E","2","Yes","No","","Middelstum","KNMI","2015","-","details"
"NL","G180","53.3306 N","6.7217 E","2","Yes","No","","Loppersum","KNMI","2015","-","details"
"NL","G181","53.3306 N","6.7217 E","2","Yes","No","","Loppersum","KNMI","2015","-","details"
"NL","G182","53.3306 N","6.7217 E","2","Yes","No","","Loppersum","KNMI","2015","-","details"
"NL","G183","53.3306 N","6.7217 E","2","Yes","No","","Loppersum","KNMI","2015","-","details"
"NL","G184","53.3306 N","6.7217 E","2","Yes","No","","Loppersum","KNMI","2015","-","details"
"NL","G190","53.3378 N","6.8170 E","2","Yes","No","","Oostwijtwerd","KNMI","2015","-","details"
"NL","G191","53.3378 N","6.8170 E","2","Yes","No","","Oostwijtwerd","KNMI","2015","-","details"
"NL","G192","53.3378 N","6.8170 E","2","Yes","No","","Oostwijtwerd","KNMI","2015","-","details"
"NL","G193","53.3378 N","6.8170 E","2","Yes","No","","Oostwijtwerd","KNMI","2015","-","details"
"NL","G194","53.3378 N","6.8170 E","2","Yes","No","","Oostwijtwerd","KNMI","2015","-","details"
"NL","G200","53.3353 N","6.8952 E","2","Yes","No","","Biessum","KNMI","2015","-","details"
"NL","G201","53.3353 N","6.8952 E","2","Yes","No","","Biessum","KNMI","2015","-","details"
"NL","G202","53.3353 N","6.8952 E","2","Yes","No","","Biessum","KNMI","2015","-","details"
"NL","G203","53.3353 N","6.8952 E","2","Yes","No","","Biessum","KNMI","2015","-","details"
"NL","G204","53.3353 N","6.8952 E","2","Yes","No","","Biessum","KNMI","2015","-","details"
"NL","G210","53.3134 N","6.5937 E","2","Yes","No","","Vroetende mol","KNMI","2015","-","details"
"NL","G211","53.3134 N","6.5937 E","2","Yes","No","","Vroetende mol","KNMI","2015","-","details"
"NL","G212","53.3134 N","6.5937 E","2","Yes","No","","Vroetende mol","KNMI","2015","-","details"
"NL","G213","53.3134 N","6.5937 E","2","Yes","No","","Vroetende mol","KNMI","2015","-","details"
"NL","G214","53.3134 N","6.5937 E","2","Yes","No","","Vroetende mol","KNMI","2015","-","details"
"NL","G220","53.3104 N","6.6776 E","2","Yes","No","","Stedum","KNMI","2015","-","details"
"NL","G221","53.3104 N","6.6776 E","2","Yes","No","","Stedum","KNMI","2015","-","details"
"NL","G222","53.3104 N","6.6776 E","2","Yes","No","","Stedum","KNMI","2015","-","details"
"NL","G223","53.3104 N","6.6776 E","2","Yes","No","","Stedum","KNMI","2015","-","details"
"NL","G224","53.3104 N","6.6776 E","2","Yes","No","","Stedum","KNMI","2015","-","details"
"NL","G230","53.3095 N","6.7675 E","2","Yes","No","","Garrelsweer","KNMI","2015","-","details"
"NL","G231","53.3095 N","6.7675 E","2","Yes","No","","Garrelsweer","KNMI","2015","-","details"
"NL","G232","53.3095 N","6.7675 E","2","Yes","No","","Garrelsweer","KNMI","2015","-","details"
"NL","G233","53.3095 N","6.7675 E","2","Yes","No","","Garrelsweer","KNMI","2015","-","details"
"NL","G234","53.3095 N","6.7675 E","2","Yes","No","","Garrelsweer","KNMI","2015","-","details"
"NL","G240","53.2900 N","6.8562 E","2","Yes","No","","Steendam","KNMI","2014","-","details"
"NL","G241","53.2900 N","6.8562 E","2","Yes","No","","Steendam","KNMI","2014","-","details"
"NL","G242","53.2900 N","6.8562 E","2","Yes","No","","Steendam","KNMI","2014","-","details"
"NL","G243","53.2900 N","6.8562 E","2","Yes","No","","Steendam","KNMI","2014","-","details"
"NL","G244","53.2900 N","6.8562 E","2","Yes","No","","Steendam","KNMI","2014","-","details"
"NL","G250","53.3081 N","6.9433 E","2","Yes","No","","Weiwerd","KNMI","2017","-","details"
"NL","G251","53.3081 N","6.9433 E","2","Yes","No","","Weiwerd","KNMI","2017","-","details"
"NL","G252","53.3081 N","6.9433 E","2","Yes","No","","Weiwerd","KNMI","2017","-","details"
"NL","G253","53.3081 N","6.9433 E","2","Yes","No","","Weiwerd","KNMI","2017","-","details"
"NL","G254","53.3081 N","6.9433 E","2","Yes","No","","Weiwerd","KNMI","2017","-","details"
"NL","G260","53.2821 N","6.5458 E","2","Yes","No","","Adorp","KNMI","2015","-","details"
"NL","G261","53.2821 N","6.5458 E","2","Yes","No","","Adorp","KNMI","2015","-","details"
"NL","G262","53.2821 N","6.5458 E","2","Yes","No","","Adorp","KNMI","2015","-","details"
"NL","G263","53.2821 N","6.5458 E","2","Yes","No","","Adorp","KNMI","2015","-","details"
"NL","G264","53.2821 N","6.5458 E","2","Yes","No","","Adorp","KNMI","2015","-","details"
"NL","G270","53.2832 N","6.6281 E","2","Yes","No","","Ellerhuizen","KNMI","2015","-","details"
"NL","G271","53.2832 N","6.6281 E","2","Yes","No","","Ellerhuizen","KNMI","2015","-","details"
"NL","G272","53.2832 N","6.6281 E","2","Yes","No","","Ellerhuizen","KNMI","2015","-","details"
"NL","G273","53.2832 N","6.6281 E","2","Yes","No","","Ellerhuizen","KNMI","2015","-","details"
"NL","G274","53.2832 N","6.6281 E","2","Yes","No","","Ellerhuizen","KNMI","2015","-","details"
"NL","G280","53.2722 N","6.7292 E","2","Yes","No","","Woltersum","KNMI","2016","-","details"
"NL","G281","53.2722 N","6.7292 E","2","Yes","No","","Woltersum","KNMI","2016","-","details"
"NL","G282","53.2722 N","6.7292 E","2","Yes","No","","Woltersum","KNMI","2016","-","details"
"NL","G283","53.2722 N","6.7292 E","2","Yes","No","","Woltersum","KNMI","2016","-","details"
"NL","G284","53.2722 N","6.7292 E","2","Yes","No","","Woltersum","KNMI","2016","-","details"
"NL","G290","53.2814 N","6.7870 E","2","Yes","No","","Overschild","KNMI","2015","-","details"
"NL","G291","53.2814 N","6.7870 E","2","Yes","No","","Overschild","KNMI","2015","-","details"
"NL","G292","53.2814 N","6.7870 E","2","Yes","No","","Overschild","KNMI","2015","-","details"
"NL","G293","53.2814 N","6.7870 E","2","Yes","No","","Overschild","KNMI","2015","-","details"
"NL","G294","53.2814 N","6.7870 E","2","Yes","No","","Overschild","KNMI","2015","-","details"
"NL","G300","53.2792 N","6.8951 E","2","Yes","No","","Meedhuizen","KNMI","2014","-","details"
"NL","G301","53.2792 N","6.8951 E","2","Yes","No","","Meedhuizen","KNMI","2014","-","details"
"NL","G302","53.2792 N","6.8951 E","2","Yes","No","","Meedhuizen","KNMI","2014","-","details"
"NL","G303","53.2792 N","6.8951 E","2","Yes","No","","Meedhuizen","KNMI","2014","-","details"
"NL","G304","53.2792 N","6.8951 E","2","Yes","No","","Meedhuizen","KNMI","2014","-","details"
"NL","G310","53.2962 N","7.0218 E","2","Yes","No","","Borgsweer","KNMI","2015","-","details"
"NL","G311","53.2962 N","7.0218 E","2","Yes","No","","Borgsweer","KNMI","2015","-","details"
"NL","G312","53.2962 N","7.0218 E","2","Yes","No","","Borgsweer","KNMI","2015","-","details"
"NL","G313","53.2962 N","7.0218 E","2","Yes","No","","Borgsweer","KNMI","2015","-","details"
"NL","G314","53.2962 N","7.0218 E","2","Yes","No","","Borgsweer","KNMI","2015","-","details"
"NL","G320","53.2498 N","6.5792 E","2","Yes","No","","Groningen - Hornbach","KNMI","2015","-","details"
"NL","G321","53.2498 N","6.5792 E","2","Yes","No","","Groningen - Hornbach","KNMI","2015","-","details"
"NL","G322","53.2498 N","6.5792 E","2","Yes","No","","Groningen - Hornbach","KNMI","2015","-","details"
"NL","G323","53.2498 N","6.5792 E","2","Yes","No","","Groningen - Hornbach","KNMI","2015","-","details"
"NL","G324","53.2498 N","6.5792 E","2","Yes","No","","Groningen - Hornbach","KNMI","2015","-","details"
"NL","G330","53.2499 N","6.6708 E","2","Yes","No","","Garmerwolde","KNMI","2016","-","details"
"NL","G331","53.2499 N","6.6708 E","2","Yes","No","","Garmerwolde","KNMI","2016","-","details"
"NL","G332","53.2499 N","6.6708 E","2","Yes","No","","Garmerwolde","KNMI","2016","-","details"
"NL","G333","53.2499 N","6.6708 E","2","Yes","No","","Garmerwolde","KNMI","2016","-","details"
"NL","G334","53.2499 N","6.6708 E","2","Yes","No","","Garmerwolde","KNMI","2016","-","details"
"NL","G340","53.2525 N","6.7651 E","2","Yes","No","","Overschild","KNMI","2014","-","details"
"NL","G341","53.2525 N","6.7651 E","2","Yes","No","","Overschild","KNMI","2014","-","details"
"NL","G342","53.2525 N","6.7651 E","2","Yes","No","","Overschild","KNMI","2014","-","details"
"NL","G343","53.2525 N","6.7651 E","2","Yes","No","","Overschild","KNMI","2014","-","details"
"NL","G344","53.2525 N","6.7651 E","2","Yes","No","","Overschild","KNMI","2014","-","details"
"NL","G350","53.2549 N","6.8621 E","2","Yes","No","","Sidderburen","KNMI","2017","-","details"
"NL","G351","53.2549 N","6.8621 E","2","Yes","No","","Sidderburen","KNMI","2017","-","details"
"NL","G352","53.2549 N","6.8621 E","2","Yes","No","","Sidderburen","KNMI","2017","-","details"
"NL","G353","53.2549 N","6.8621 E","2","Yes","No","","Sidderburen","KNMI","2017","-","details"
"NL","G354","53.2549 N","6.8621 E","2","Yes","No","","Sidderburen","KNMI","2017","-","details"
"NL","G360","53.2650 N","6.9245 E","2","Yes","No","","Wagenborgen","KNMI","2015","-","details"
"NL","G361","53.2650 N","6.9245 E","2","Yes","No","","Wagenborgen","KNMI","2015","-","details"
"NL","G362","53.2650 N","6.9245 E","2","Yes","No","","Wagenborgen","KNMI","2015","-","details"
"NL","G363","53.2650 N","6.9245 E","2","Yes","No","","Wagenborgen","KNMI","2015","-","details"
"NL","G364","53.2650 N","6.9245 E","2","Yes","No","","Wagenborgen","KNMI","2015","-","details"
"NL","G370","53.2740 N","7.0350 E","2","Yes","No","","Woldendorp","KNMI","2015","-","details"
"NL","G371","53.2740 N","7.0350 E","2","Yes","No","","Woldendorp","KNMI","2015","-","details"
"NL","G372","53.2740 N","7.0350 E","2","Yes","No","","Woldendorp","KNMI","2015","-","details"
"NL","G373","53.2740 N","7.0350 E","2","Yes","No","","Woldendorp","KNMI","2015","-","details"
"NL","G374","53.2740 N","7.0350 E","2","Yes","No","","Woldendorp","KNMI","2015","-","details"
"NL","G380","53.2005 N","6.5476 E","2","Yes","No","","Groningen - gasunie","KNMI","2016","-","details"
"NL","G381","53.2005 N","6.5476 E","2","Yes","No","","Groningen - gasunie","KNMI","2016","-","details"
"NL","G382","53.2005 N","6.5476 E","2","Yes","No","","Groningen - gasunie","KNMI","2016","-","details"
"NL","G383","53.2005 N","6.5476 E","2","Yes","No","","Groningen - gasunie","KNMI","2016","-","details"
"NL","G384","53.2005 N","6.5476 E","2","Yes","No","","Groningen - gasunie","KNMI","2016","-","details"
"NL","G390","53.2252 N","6.7241 E","2","Yes","No","","Woudbloemsloot","KNMI","2014","-","details"
"NL","G391","53.2252 N","6.7241 E","2","Yes","No","","Woudbloemsloot","KNMI","2014","-","details"
"NL","G392","53.2252 N","6.7241 E","2","Yes","No","","Woudbloemsloot","KNMI","2014","-","details"
"NL","G393","53.2252 N","6.7241 E","2","Yes","No","","Woudbloemsloot","KNMI","2014","-","details"
"NL","G394","53.2252 N","6.7241 E","2","Yes","No","","Woudbloemsloot","KNMI","2014","-","details"
"NL","G400","53.2250 N","6.8099 E","2","Yes","No","","Schildwolde","KNMI","2014","-","details"
"NL","G401","53.2250 N","6.8099 E","2","Yes","No","","Schildwolde","KNMI","2014","-","details"
"NL","G402","53.2250 N","6.8099 E","2","Yes","No","","Schildwolde","KNMI","2014","-","details"
"NL","G403","53.2250 N","6.8099 E","2","Yes","No","","Schildwolde","KNMI","2014","-","details"
