1078|495|0|DMT|December mu Taurids                     | annual |-2|262.1|62.4|10.3|       |       |13.5|       |0.831|0.609|53.6|82.1|4.1|9|0|0|                                        |Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1079|496|0|DED|December epsilon Eridanids              | annual |-2|262.6|53.6|-4.4|       |       |12.2|       |0.903|0.633|38|82.6|7.4|9|0|0|                                        |Not found back in larger data sample - Jenniskens & Nenon (2016) Icarus 266, 371;Jenniskens et al. (2018) PSS 154, 21.                                |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1080|497|0|DAB|December alpha Bootids                  | annual |0|263.9|213.5|22.3|       |       |59.5|       |0.686|1.002|113.3|263.9|112.3|7|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1081|497|1|DAB|December alpha Bootids                  | annual |0|261.8|210.6|22.9|       |       |59.47|       |0.69|0.967|113.1|261.8|113.6|5|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1082|497|2|DAB|December alpha Bootids                  | annual |0|264|213|21.9|0.83|-0.33|59.8|62.1|0.683|0.989|113.2|264.3|113.5|8|0|0|                                        |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..371J' target=_blank>Jenniskens and Nenon, 2016, Icarus, 266, 371</A>
1083|497|3|DAB|December alpha Bootids                  | annual |-2|263|212|22.1|       |       |60.2|999|0.686|1.017|113.4|263|114|22|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1084|498|0|DMH|December mu Hydrids                     | annual |0|264.8|152.7|-23.8|       |       |63.8|       |0.93|0.983|27.2|84.8|123.5|7|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1085|498|1|DMH|December mu Hydrids                     | annual |0|269|156.8|-25.9|0.83|-0.36|63.7|26.5|0.937|0.964|25.1|88.8|123.1|24|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
1086|499|0|DDL|December delta Leonids                  | annual |-2|275.9|168.8|27.2|       |       |67|       |0.611|1.152|253|275.9|137.3|8|0|0|                                        |Part of  20/COM                                                                                                                                       |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1087|499|1|DDL|December delta Leonids                  | annual |-2|277.4|169.5|26.6|       |       |63.06|       |0.536|0.955|266.1|277.4|135.3|62|0|0|                                        |Part of  20/COM                                                                                                                                       |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1088|500|0|JPV|January phi Virginids                   | annual |0|285.6|220.3|2.5|       |       |66.2|       |0.669|0.95|110.3|285.6|145.3|7|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1089|500|1|JPV|January phi Virginids                   | annual |0|288.2|221.9|1.2|       |       |65.05|       |0.657|0.866|106.6|288.2|146.5|8|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1090|500|2|JPV|January phi Virginids                   | annual |0|289|223.1|1.2|0.91|-0.29|66.5|6.45|0.677|0.966|111.2|290.1|146.6|90|0|0|                                        |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
1091|501|0|FPL|February pi Leonids                     | annual |0|317.3|147.8|9|       |       |28.3|       |0.388|0.829|110|137.3|4.1|14|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1092|501|1|FPL|February pi Leonids                     | annual |-2|296.4|135.6|18.7|       |       |32.3|2.24|0.263|0.883|295.3|287.4|2.7|40|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1093|502|0|DRV|December rho Virginids                  | annual |0|252.5|185.1|12.9|       |       |68.1|       |0.777|0.923|124|252.5|153.9|19|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..217R' target=_blank>Rudawska and Jenniskens, 2014</A> 
1094|502|1|DRV|December rho Virginids                  | annual |0|253.2|185.1|12.3|       |       |68.18|       |0.776|0.92|123.8|253.2|154.8|7|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1095|502|2|DRV|December rho Virginids                  | annual |0|256|187.5|13|0.91|-0.39|68.3|8.35|0.797|0.936|127.6|256|152.5|15|0|0|                                        |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
1096|502|3|DRV|December rho Virginids                  | annual |-2|258.4|190|12.6|       |       |67.9|11.1|0.796|0.93|127|258.4|151|149|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1097|503|0|NNA|99 Aquariids                            | annual |0|128.4|355.2|-24.5|0.5|0.5|       |       |       |       |       |       |       |     |0|0|                                        |The radiant parameters are weighted averages of published data Janches, personal commun. 2012.                                                        |R   |1) <A href='http://adsabs.harvard.edu/abs/2013Icar..223..677J' target=_blank>Janches et al., 2012</A> 
1098|505|0|AIC|August iota Cetids                      | annual |0|145.4|356.8|-9.6|0.71|0.21|37.24|1.825|0.106|0.942|148.2|325.4|21.3|120|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...40A' target=_blank> Andreic et al., 2013</A> 
1099|505|1|AIC|August iota Cetids                      | annual |0|151|2|-7.7|0.92|0.4|37.7|2.07|0.109|0.948|145.9|334.4|20.9|64|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank> Jenniskens et al., 2016, Icarus, 266, 331 </A>
1100|505|2|AIC|August iota Cetids                      | annual |-2|151.8|361.4|-6.5|       |       |38.5|2.23|0.1|0.955|147.9|331.8|20|409|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1101|506|0|FEV|February epsilon Virginids              |2007/12 |1|315.3|201.7|10.4|       |       |63|       |0.488|0.958|271.2|315.3|138.1|22|0|0|?C/1808F1(Pons); ?C/1978T3(Bradfield)   |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013AAS...22135311S' target=_blank>Steakley and Jenniskens, 2012</A> 
1102|506|1|FEV|February epsilon Virginids              |2013|1|315|201|10.6|0.9|-0.3|65|       |       |       |       |       |       |600|0|0|?C/1808F1(Pons); ?C/1978T3(Bradfield)   |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...61M' target=_blank> Molau et al., 2013</A> 
1103|506|2|FEV|February epsilon Virginids              | annual |1|314|200.4|11|0.89|-0.37|62.9|8.28|0.491|0.954|272.5|312.6|138|55|0|0|?C/1808F1(Pons); ?C/1978T3(Bradfield)   |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..384J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 384</A>
1104|506|3|FEV|February epsilon Virginids              | annual |-2|303.9|192.3|15.3|       |       |63.1|12.4|0.501|0.97|270.7|303.5|137.1|391|20|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1105|507|0|UAN|upsilon Andromedids                     |2011|0|98|19.8|42.5|1.18|0.35|58.8|       |0.688|0.968|110.3|97.97|116.4|13|0|0|                                        |The value e=0.968 was send to us by D. Holman, personal commun. 2012.                                                                                 |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...43H' target=_blank>Holman  and Jenniskens, 2013 </A> 
1106|507|1|UAN|upsilon Andromedids                     | annual |0|96|7.1|40.3|0.96|0.39|59.3|8.85|0.849|0.91|130|101|117.8|28|0|0|                                        |The value e=0.968 was send to us by D. Holman, personal commun. 2012.                                                                                 |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..384J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 384</A>
1107|507|2|UAN|upsilon Andromedids                     | annual |-2|108.8|17|44.7|       |       |59.7|8.9|0.899|0.9|139.1|108.8|118.2|332|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1108|508|0|TPI|theta Piscids                           |2012|-2|147|352|4.1|0.78|0.36|39|       |       |       |       |       |       |4500|0|0|Unknown                                 |The same as 26/NDA                                                                                                                                    |T   |1) <A href='http://adsabs.harvard.edu/abs/2012JIMO...40..201M' target=_blank> Molau et al., 2012 </A> 
1109|508|1|TPI|theta Piscids                           | annual |-2|146.5|351.5|4|       |       |38.1|       |0.102|0.951|328|146.5|21.1|143|0|0|Unknown                                 |The same as 26/NDA                                                                                                                                    |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1110|509|0|KVI|kappa Virginids                         | annual |0|6|208|-8|0.92|-0.35|37.4|2.5|0.139|0.938|321|6|8|58|0|0|? 2011 BT59                             |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1111|510|0|JRC|June rho Cygnids                        | annual |1|84|321.8|43.9|0.4|0.6|50.2|21|1.007|0.931|190|84.2|90|16|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1112|510|1|JRC|June rho Cygnids                        | annual |1|84|320.5|44.1|0.67|0.31|50.9|       |1.006|0.996|191|84.5|89.3|14|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1113|510|2|JRC|June rho Cygnids                        |2014|-2|84|320.9|44.6|       |       |48.5|6.59|1.007|0.847|190.8|84|87.1|7|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1114|510|3|JRC|June rho Cygnids                        | annual |-2|84|320.6|44.6|       |       |49.3|11.4|1.006|0.911|190.8|84|87.7|18|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1115|511|0|FLY|15 Lyncids                              | annual |0|202|101|54.6|1.3|-0.1|59.6|3.6|0.853|0.755|228|202|121.6|18|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1116|512|0|RPU|rho Puppids                             | annual |1|223|120|-24|0.8|-0.2|57.5|13|0.985|0.913|9|43|106.4|16|0|0|? C/1879M1 (Swift)                      |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1117|512|1|RPU|rho Puppids                             | annual |1|231|130.4|-26.3|0.77|-0.26|57.8|9.4|0.987|0.915|349.4|50.8|107|22|0|0|? C/1879M1 (Swift)                      |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1118|512|2|RPU|rho Puppids                             | annual |-2|227|126.3|-25.4|       |       |57.6|9.04|0.988|0.891|1.2|47|107|106|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1119|513|0|EPV|epsilon Virginids                       | annual |0|258|197|7.2|0.79|-0.24|66.4|28|0.573|0.98|99|258|151|77|0|0|? C/1846J1 (Brorsen)                    |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1120|514|0|OMC|omega Capricornids                      | annual |0|66|315|-30|1|0.3|64.6|27|0.535|0.982|87|246|142.4|3|0|0|                                        |Twin shower, the same orbit as 513/EPV, with Dsh<0.15.                                                                                                |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1121|514|1|OMC|omega Capricornids                      | annual |-2|57.7|306.7|-32.2|       |       |65|49.3|0.553|0.992|85.2|237.7|152.2|58|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1122|515|0|OLE|omicron Leonids                         | annual |0|296|144|7|0.67|-0.27|41.5|1.8|0.079|0.968|151|116|23|38|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1123|515|1|OLE|omicron Leonids                         | annual |-2|279.3|129.8|10.4|       |       |41.1|2.06|0.069|0.967|153.4|100.3|26.7|179|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1124|516|0|FMV|February mu Virginids                   | annual |0|327|223|2.2|0.8|-0.4|66.9|16|0.77|0.929|237|327|146|21|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A> 
1125|516|1|FMV|February mu Virginids                   | annual |-2|330.9|224.8|-2.7|       |       |67.2|7.56|0.745|0.901|240.7|330.9|153.7|124|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1126|517|0|ALO|April lambda Ophiuchids                 | annual |0|15.5|244.6|1.1|       |       |55.7|14|0.287|0.98|296|15.5|110.6|20|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1127|517|1|ALO|April lambda Ophiuchids                 | annual |-2|15.8|244.9|1.3|       |       |56.4|87.5|0.301|0.997|293.7|15.8|111.2|23|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1128|518|0|AHE|April 102 Herculids                     | annual |0|33.8|273.3|18.5|       |       |53.6|10|0.777|0.922|238|33.8|98.3|10|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1129|518|1|AHE|April 102 Herculids                     | annual |-2|34|272|19.3|       |       |53.7|49.4|0.771|0.984|238.1|34|96.4|5|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1130|519|0|BAQ|beta Aquariids                          | annual |0|46.3|323|-0.4|       |       |68.4|11|0.937|0.914|149|46|156.2|20|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1131|519|1|BAQ|beta Aquariids                          | annual |0|46|322.6|-0.9|0.92|0.32|69|6.89|0.941|0.951|150.1|46.1|156.6|27|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1132|519|2|BAQ|beta Aquariids                          | annual |-2|44.2|321.6|-1.1|       |       |68.6|15.3|0.929|0.94|146.9|44.2|156.6|51|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1133|520|0|MBC|May beta Capricornids                   | annual |0|56.8|303|-15.6|0.74|0.17|65.7|5.4|0.554|0.942|266|57|171|13|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1134|520|1|MBC|May beta Capricornids                   | annual |0|58|304|-15.6|1.01|0.23|65.8|9.39|0.546|0.959|265.5|58.7|170.9|18|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1135|520|2|MBC|May beta Capricornids                   | annual |-2|56.8|303.7|-15.3|       |       |66.2|13.5|0.571|0.957|263.7|56.8|170.5|48|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1136|521|0|JRP|?June rho Cygnids                       | annual |-2|84.1|322.1|44|0.21|0.59|50.3|15|1.008|0.931|190|84.1|90|17|0|0|                                        |Duplicate entry, the same as 510/JRC                                                                                                                  |T   |1) Andreic at al., sub. to WGN 11.11.2012.
1137|522|0|SAP|Southern alpha Pegasids                 | annual |0|112|351|11.7|       |       |63.9|16|0.564|0.964|265|112|148.8|93|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1138|523|0|AGC|August gamma Cepheids                   | annual |0|155.1|358|76.4|       |       |44|9|1.005|0.892|188|155|76|44|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1139|523|1|AGC|August gamma Cepheids                   | annual |0|156|354.2|76.6|0.76|0.4|43.9|11.42|1.005|0.913|188.1|156.1|75.6|15|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1140|523|2|AGC|August gamma Cepheids                   | annual |-2|154.9|356.4|76.7|       |       |43.6|8.78|1.005|0.885|187.4|154.9|75|109|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1141|524|0|LUM|lambda Ursae Majorids                   | annual |1|215|158.2|49.4|       |       |60.3|13|0.917|0.931|147|215|115|29|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1142|524|1|LUM|lambda Ursae Majorids                   | annual |1|214|157.8|50.2|1.09|-0.37|60.9|3.1|0.92|1.008|148.5|213.5|114.5|4|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1143|524|2|LUM|lambda Ursae Majorids                   | annual |-2|214.6|158.4|49.5|       |       |60.7|41.3|0.915|0.978|147.1|214.6|114.7|33|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1144|525|0|ICY|iota Cygnids                            | annual |0|218.4|299|53|       |       |16.4|2.7|0.982|0.631|190|218|24|40|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1145|526|0|SLD|Southern lambda Draconids               | annual |1|221.6|163|68.1|       |       |48.7|4|0.986|0.744|189|221.6|88|26|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1146|526|1|SLD|Southern lambda Draconids               | annual |1|221|162|68.2|1.21|-0.38|49.1|4.47|0.987|0.779|188.5|221.1|89|13|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1147|526|2|SLD|Southern lambda Draconids               | annual |-2|221.3|162.7|68|       |       |49.3|4.57|0.986|0.784|188.2|221.3|88.6|58|0|0|                                        |                                                                                                                                                      |C   |3) Jenniskens et al., 2018 sub. to PSS
1148|527|0|UUM|upsilon Ursae Majorids                  | annual |0|240.4|148|59.4|       |       |55.1|18|0.823|0.954|229|240.4|99.9|27|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1149|528|0|JZD|January zeta Draconids                  | annual |0|283.9|251|64|       |       |28.1|2.6|0.982|0.617|181|284|46.6|13|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..103A' target=_blank> Andreic et al., 2013</A> 
1150|529|0|EHY|eta Hydrids                             | annual |1|256.9|132.9|2.3|0.79|-0.16|62.5|15|0.383|0.974|103.8|76.9|142.8|120|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41..157S' target=_blank> Segon et al., 2013</A> 
1151|529|1|EHY|eta Hydrids                             | annual |1|258.2|134.1|2.4|       |       |61.72|       |0.362|0.951|107.4|78.2|143|18|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1152|529|2|EHY|eta Hydrids                             | annual |1|257|132.3|2.5|0.93|-0.27|62.4|9.98|0.362|0.981|106.1|78.4|142.2|83|0|0|                                        |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1153|529|3|EHY|eta Hydrids                             | annual |-2|260.7|136|1.4|       |       |62.5|17.7|0.375|0.98|104.7|80.6|142.7|240|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1154|530|0|ECV|eta Corvids                             | annual |1|303|193.8|-17|0.5|0.6|70.3|       |       |       |       |       |       |300|0|0|                                        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...61M' target=_blank> Molau et al., 2013</A> 
1155|530|1|ECV|eta Corvids                             | annual |1|304.9|193.9|-18.6|       |       |67.39|       |0.79|0.813|56|124.9|157.9|6|0|0|                                        |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1156|530|2|ECV|eta Corvids                             | annual |1|302|192|-18.1|0.95|-0.39|68.1|5.29|0.82|0.847|50.1|122.2|50.1|16|0|0|                                        |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1157|530|3|ECV|eta Corvids                             | annual |-2|303.3|192.6|-17.9|       |       |67.7|4.89|0.793|0.839|54.6|123.3|158.2|101|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1158|531|0|GAQ|gamma Aquilids                          | annual |0|45|301.8|13.8|0.66|0.25|62.7|       |0.988|0.957|196.2|44.5|123.4|27|0|0|C/1853G1(Schweizer)                     |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
1159|531|1|GAQ|gamma Aquilids                          | annual |0|49.8|305.8|14.1|       |       |60.78|       |0.98|0.781|201.2|49.8|123.3|6|0|0|C/1853G1(Schweizer)                     |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1160|531|2|GAQ|gamma Aquilids                          | annual |0|58|314|16.8|0.83|0.28|62.5|7.29|0.998|0.906|193.6|58.3|124|26|0|0|C/1853G1(Schweizer)                     |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1161|531|3|GAQ|gamma Aquilids                          | annual |-2|54.8|310.2|16.6|       |       |62|13.3|0.986|0.926|197.3|54.8|122.6|70|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1162|532|0|MLD|May lambda Draconids                    | annual |0|52|155|73|-1.87|-0.08|14.4|       |0.987|0.651|165|52|18.7|23|0|0|209P(LINEAR)?                           |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
1163|533|0|JXA|July xi Arietids                        | annual |1|119|40.1|10.6|0.66|0.25|69.4|       |0.883|0.965|318|299|171.6|61|0|0|C/1964N1(Ikeya)                         |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
1164|533|1|JXA|July xi Arietids                        | annual |1|112.6|35|9.2|       |       |68.85|       |0.863|0.939|313.8|292.6|171.8|19|0|0|C/1964N1(Ikeya)                         |                                                                                                                                                      |T   |2) <A href='http://adsabs.harvard.edu/abs/2014me13.conf..225K' target=_blank>Kornos et al., 2014</A> 
1165|533|2|JXA|July xi Arietids                        | annual |1|119|41.5|10.7|0.97|0.3|68.9|10.65|0.86|0.952|312.4|292.7|170.4|20|0|0|C/1964N1(Ikeya)                         |                                                                                                                                                      |T   |3) <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016, Icarus, 266, 355<\A>
1166|533|3|JXA|July xi Arietids                        | annual |-2|107.3|31.7|7.4|       |       |69|56.1|0.831|0.988|309.3|287.3|170.8|129|0|0|                                        |                                                                                                                                                      |C   |4) Jenniskens et al., 2018 sub. to PSS
1167|534|0|FOA|51 Andromedids                          | annual |0|136|23.3|47.3|0.9|0.27|60.8|       |0.997|0.876|195|136|120.7|28|0|0|C/1870K1(Winnecke)?                     |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
1168|535|0|THC|theta Cetids                            | annual |0|137|23|-10.2|0.82|0.37|61.8|       |0.499|0.969|92|317|138|15|0|0|C/1939H1(Jurlof-Achmarof-Hassel)        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
1169|535|1|THC|theta Cetids                            | annual |-2|133.4|20.2|-11.4|       |       |63.2|999|0.528|1.038|87|313.4|138.9|10|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1170|536|0|FSO|47 Ophiuchids                           |2008|0|320|259|-4.1|0.8|0|63.3|       |0.506|0.979|90.9|320|137.6|3|0|0|C/1939H1(Jurlof-Achmarof-Hassel)        | Twin of 535/THC                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
1171|536|1|FSO|47 Ophiuchids                           | annual |-2|319|258.3|-4|       |       |61.2|4.67|0.475|0.898|84.5|319|136|1|0|0|                                        |                                                                                                                                                      |C   |2) Jenniskens et al., 2018 sub. to PSS
1172|537|0|KAU|kappa Aurigids                          | annual |0|208|93.1|33.2|1.03|-0.19|65.5|       |0.543|0.958|266|208|159|45|0|0|C/1957U1(Latyshev-Wild-Burnham)?        |                                                                                                                                                      |T   |1) <A href='http://adsabs.harvard.edu/abs/2014JIMO...42...57S' target=_blank> Segon et al., 2014</A> 
