# Shower lookup table measured using GMN data up to May 18, 2023
# Using the wmpl.Utils.ShowerTableMeasurement script in WMPL
# 
# The table is sampled at 0.2 deg solar longitude. The SCE (Sun-centered 
# ecliptic) longitude is the ecliptic longitude minus the solar 
# longitude. The "Disp" column is the measured dispersion which changes 
# over time. A meteor is considered a shower member if it has been observed 
# within 1 deg of solar longitude of a table entry, within 10% of Vg, and
# within the listed dispersion.
#
# IAU showers not present in the table:
# XRI, BIN, OSE, NDD, LOP, FSO, DRG, MXA, HNJ, FCL, LAP, NMV, AAC, VOL, ZPH, 
# ILU, EGR, TPG, JDP, ODS, CRN, OEV, TSC, MBA, BEC, AST, ZPA, EVO, NMD, JMD, 
# OAB, SEC, FVI, AGE, ATH, OVI, PPE, FBO, OMH, 
# 
# Sol  SCE lon  SCE lat       Vg  Disp  IAU IAU
# deg      deg      deg     km/s  deg    No  cd
# 
168.8  294.802   33.358   58.882  2.65   81 SLY
168.8  249.069  -16.204   65.051  3.41  194 UCE
168.8  271.085   20.491   66.760  4.29  210 BAU
168.8  338.991    7.633   41.913  3.02  212 KLE
168.8   99.888   80.489   20.001  4.70  220 NDR
168.8  258.511  -19.233   65.972  3.83  337 NUE
168.8  251.836   46.673   52.784  3.40  416 SIC
168.8  203.792   -7.463   36.249  2.17  505 AIC
168.8  268.355  -24.287   65.444  3.44  552 PSO
168.8  306.381   17.253   58.698  3.33  694 OMG
168.8  213.855   46.262   40.831  6.43  704 OAN
168.8  209.977    1.513   38.972  2.04  706 ZPI
168.8  208.666    7.498   42.070  3.19  714 RPI
168.8  144.126   47.711   14.944  3.41  757 CCY
168.8  214.472  -32.054   45.194  3.47  823 FCE
168.8  278.546  -47.997   53.485  3.27  832 LEP
168.8  228.924  -41.228   50.136  2.16  840 TER
168.8  231.086  -25.254   56.326  3.00  849 SZE
168.8  186.485    6.932   31.052  3.04  898 SGP
168.9  248.947   20.711   64.102  1.83  208 SPE
169.0  204.084    7.419   35.753  2.48   26 NDA
169.0  196.174    3.784   28.483  2.29   33 NIA
169.0  294.846   33.406   58.835  2.72   81 SLY
169.0  249.051  -16.171   65.050  3.43  194 UCE
169.0  271.089   20.505   66.753  4.29  210 BAU
169.0  338.935    7.629   41.950  3.03  212 KLE
169.0   99.588   80.543   20.027  4.61  220 NDR
169.0  258.489  -19.193   65.978  3.82  337 NUE
169.0  251.886   46.639   52.805  3.33  416 SIC
169.0  203.760   -7.474   36.225  2.17  505 AIC
169.0  268.362  -24.292   65.442  3.44  552 PSO
169.0  306.360   17.250   58.715  3.32  694 OMG
169.0  213.863   46.326   40.818  6.47  704 OAN
169.0  209.936    1.513   38.956  2.04  706 ZPI
169.0  208.627    7.492   42.059  3.19  714 RPI
169.0  143.944   47.925   14.936  3.42  757 CCY
169.0  214.461  -32.051   45.186  3.45  823 FCE
169.0  278.485  -47.961   53.514  3.28  832 LEP
169.0  228.974  -41.226   50.175  2.08  840 TER
169.0  231.115  -25.271   56.331  3.01  849 SZE
169.0  186.427    6.902   31.058  3.00  898 SGP
169.1  248.935   20.672   64.110  1.82  208 SPE
169.2  204.058    7.425   35.731  2.47   26 NDA
169.2  196.142    3.781   28.472  2.25   33 NIA
169.2  294.890   33.454   58.788  2.79   81 SLY
169.2  249.032  -16.139   65.050  3.46  194 UCE
169.2  271.093   20.519   66.747  4.29  210 BAU
169.2  338.879    7.624   41.986  3.04  212 KLE
169.2   99.288   80.598   20.054  4.51  220 NDR
169.2  258.467  -19.154   65.983  3.81  337 NUE
169.2  251.936   46.604   52.826  3.27  416 SIC
169.2  203.728   -7.484   36.200  2.17  505 AIC
169.2  268.368  -24.298   65.439  3.44  552 PSO
169.2  306.339   17.246   58.732  3.32  694 OMG
169.2  213.872   46.389   40.805  6.52  704 OAN
169.2  209.894    1.513   38.940  2.04  706 ZPI
169.2  208.587    7.486   42.049  3.19  714 RPI
169.2  143.761   48.140   14.928  3.43  757 CCY
169.2  214.450  -32.047   45.178  3.44  823 FCE
169.2  278.423  -47.924   53.544  3.29  832 LEP
169.2  229.023  -41.224   50.215  2.00  840 TER
169.2  231.144  -25.289   56.335  3.02  849 SZE
169.2  186.369    6.873   31.063  3.00  898 SGP
169.3  248.922   20.633   64.118  1.80  208 SPE
169.4  204.033    7.430   35.708  2.46   26 NDA
169.4  196.111    3.778   28.461  2.22   33 NIA
169.4  294.935   33.501   58.741  2.78   81 SLY
169.4  249.014  -16.106   65.050  3.48  194 UCE
169.4  271.097   20.532   66.741  4.29  210 BAU
169.4  338.823    7.619   42.022  3.05  212 KLE
169.4   98.988   80.652   20.081  4.41  220 NDR
169.4  258.446  -19.114   65.989  3.81  337 NUE
169.4  251.987   46.570   52.847  3.20  416 SIC
169.4  203.695   -7.494   36.176  2.17  505 AIC
169.4  268.375  -24.303   65.436  3.43  552 PSO
169.4  306.319   17.242   58.750  3.31  694 OMG
169.4  213.880   46.453   40.791  6.56  704 OAN
169.4  209.852    1.514   38.924  2.04  706 ZPI
169.4  208.548    7.480   42.039  3.19  714 RPI
169.4  254.093   35.256   58.628  5.78  715 ACL
169.4  143.579   48.354   14.921  3.44  757 CCY
169.4  214.438  -32.044   45.170  3.42  823 FCE
169.4  278.362  -47.887   53.573  3.30  832 LEP
169.4  229.073  -41.223   50.255  2.10  840 TER
169.4  231.173  -25.306   56.339  3.03  849 SZE
169.4  186.311    6.844   31.068  3.00  898 SGP
169.5  248.910   20.594   64.126  1.79  208 SPE
169.6  204.007    7.435   35.685  2.46   26 NDA
169.6  196.079    3.774   28.450  2.18   33 NIA
169.6  294.979   33.549   58.694  2.70   81 SLY
169.6  248.996  -16.074   65.050  3.50  194 UCE
169.6  271.101   20.546   66.734  4.29  210 BAU
169.6  338.767    7.614   42.058  3.06  212 KLE
169.6   98.688   80.706   20.107  4.32  220 NDR
169.6  258.424  -19.074   65.994  3.80  337 NUE
169.6  252.037   46.535   52.868  3.14  416 SIC
169.6  203.663   -7.505   36.152  2.17  505 AIC
169.6  268.382  -24.308   65.434  3.43  552 PSO
169.6  306.298   17.239   58.767  3.30  694 OMG
169.6  213.889   46.516   40.778  6.59  704 OAN
169.6  209.810    1.514   38.908  2.04  706 ZPI
169.6  208.508    7.475   42.029  3.19  714 RPI
169.6  254.110   35.270   58.625  5.78  715 ACL
169.6  143.396   48.569   14.913  3.45  757 CCY
169.6  214.427  -32.040   45.162  3.40  823 FCE
169.6  278.301  -47.851   53.602  3.31  832 LEP
169.6  229.122  -41.221   50.295  2.19  840 TER
169.6  231.201  -25.323   56.343  3.05  849 SZE
169.6  186.254    6.815   31.074  3.00  898 SGP
169.7  248.898   20.556   64.134  1.77  208 SPE
169.8  203.981    7.441   35.662  2.46   26 NDA
169.8  196.047    3.771   28.439  2.14   33 NIA
169.8  295.023   33.597   58.647  2.62   81 SLY
169.8  248.978  -16.041   65.050  3.48  194 UCE
169.8  271.105   20.560   66.728  4.29  210 BAU
169.8  338.712    7.609   42.094  3.07  212 KLE
169.8   98.389   80.760   20.134  4.22  220 NDR
169.8  258.402  -19.035   66.000  3.79  337 NUE
169.8  252.087   46.501   52.888  3.07  416 SIC
169.8  203.630   -7.515   36.127  2.17  505 AIC
169.8  268.388  -24.314   65.431  3.43  552 PSO
169.8  306.277   17.235   58.784  3.29  694 OMG
169.8  213.897   46.580   40.764  6.59  704 OAN
169.8  209.768    1.514   38.893  2.04  706 ZPI
169.8  208.469    7.469   42.019  3.19  714 RPI
169.8  254.127   35.284   58.623  5.78  715 ACL
169.8  247.149   68.435   38.571  4.96  751 KCE
169.8  143.214   48.783   14.905  3.46  757 CCY
169.8  214.416  -32.037   45.154  3.39  823 FCE
169.8  278.240  -47.814   53.632  3.31  832 LEP
169.8  229.172  -41.219   50.335  2.29  840 TER
169.8  231.230  -25.340   56.348  3.06  849 SZE
169.8  186.196    6.785   31.079  3.00  898 SGP
169.9  248.885   20.517   64.142  1.75  208 SPE
170.0  203.955    7.446   35.640  2.46   26 NDA
170.0  196.015    3.767   28.428  2.10   33 NIA
170.0  295.067   33.645   58.600  2.53   81 SLY
170.0  248.959  -16.009   65.050  3.46  194 UCE
170.0  271.109   20.574   66.721  4.29  210 BAU
170.0  338.656    7.604   42.130  3.08  212 KLE
170.0   98.089   80.814   20.161  4.12  220 NDR
170.0  258.381  -18.995   66.005  3.78  337 NUE
170.0  252.137   46.466   52.909  3.00  416 SIC
170.0  191.103   -1.152   28.011  3.00  476 ICE
170.0  203.598   -7.526   36.103  2.17  505 AIC
170.0  268.395  -24.319   65.428  3.43  552 PSO
170.0  306.256   17.231   58.802  3.28  694 OMG
170.0  213.905   46.644   40.751  6.59  704 OAN
170.0  209.726    1.514   38.877  2.04  706 ZPI
170.0  208.430    7.463   42.008  3.19  714 RPI
170.0  254.144   35.298   58.620  5.78  715 ACL
170.0  247.267   68.429   38.571  4.96  751 KCE
170.0  143.031   48.997   14.897  3.47  757 CCY
170.0  214.405  -32.034   45.146  3.37  823 FCE
170.0  278.179  -47.777   53.661  3.32  832 LEP
170.0  229.221  -41.218   50.375  2.38  840 TER
170.0  231.259  -25.357   56.352  3.07  849 SZE
170.0  186.138    6.756   31.084  3.00  898 SGP
170.1  248.873   20.478   64.150  1.74  208 SPE
170.2  203.929    7.452   35.617  2.46   26 NDA
170.2  195.984    3.764   28.417  2.07   33 NIA
170.2  295.112   33.692   58.553  2.45   81 SLY
170.2  248.941  -15.976   65.050  3.43  194 UCE
170.2  271.113   20.587   66.715  4.27  210 BAU
170.2  338.600    7.599   42.166  3.09  212 KLE
170.2   97.789   80.868   20.187  4.03  220 NDR
170.2  258.359  -18.955   66.011  3.78  337 NUE
170.2  252.188   46.432   52.930  2.94  416 SIC
170.2  191.103   -1.128   28.046  3.00  476 ICE
170.2  203.566   -7.536   36.079  2.17  505 AIC
170.2  268.401  -24.324   65.426  3.43  552 PSO
170.2  306.236   17.228   58.819  3.28  694 OMG
170.2  213.914   46.707   40.737  6.59  704 OAN
170.2  209.684    1.514   38.861  2.04  706 ZPI
170.2  208.390    7.457   41.998  3.19  714 RPI
170.2  254.161   35.312   58.618  5.78  715 ACL
170.2  247.385   68.422   38.572  4.96  751 KCE
170.2  142.849   49.212   14.889  3.48  757 CCY
170.2  214.393  -32.030   45.138  3.36  823 FCE
170.2  278.118  -47.741   53.690  3.33  832 LEP
170.2  229.271  -41.216   50.415  2.48  840 TER
170.2  231.288  -25.374   56.356  3.08  849 SZE
170.2  186.080    6.727   31.090  3.00  898 SGP
170.3  248.860   20.439   64.158  1.72  208 SPE
170.4  203.903    7.457   35.594  2.46   26 NDA
170.4  195.952    3.761   28.406  2.03   33 NIA
170.4  295.156   33.740   58.506  2.37   81 SLY
170.4  248.923  -15.943   65.050  3.41  194 UCE
170.4  271.117   20.601   66.709  4.25  210 BAU
170.4  338.544    7.594   42.202  3.10  212 KLE
170.4  197.546   -3.934   29.811  1.54  216 SPI
170.4   97.489   80.923   20.214  3.93  220 NDR
170.4  258.337  -18.915   66.016  3.77  337 NUE
170.4  252.238   46.397   52.951  2.87  416 SIC
170.4  191.103   -1.104   28.081  3.00  476 ICE
170.4  268.408  -24.330   65.423  3.43  552 PSO
170.4  306.215   17.224   58.836  3.27  694 OMG
170.4  213.922   46.771   40.724  6.59  704 OAN
170.4  209.643    1.515   38.845  2.04  706 ZPI
170.4  208.351    7.451   41.988  3.19  714 RPI
170.4  254.177   35.326   58.615  5.78  715 ACL
170.4  247.504   68.415   38.572  4.96  751 KCE
170.4  142.666   49.426   14.882  3.49  757 CCY
170.4  214.382  -32.027   45.130  3.34  823 FCE
170.4  278.057  -47.704   53.719  3.34  832 LEP
170.4  229.321  -41.214   50.455  2.57  840 TER
170.4  231.316  -25.391   56.361  3.10  849 SZE
170.4  186.023    6.698   31.095  3.00  898 SGP
170.5  248.848   20.400   64.166  1.71  208 SPE
170.6  203.878    7.462   35.571  2.46   26 NDA
170.6  195.920    3.757   28.394  1.99   33 NIA
170.6  295.200   33.788   58.459  2.29   81 SLY
170.6  248.905  -15.911   65.050  3.39  194 UCE
170.6  271.121   20.615   66.702  4.22  210 BAU
170.6  338.488    7.589   42.238  3.11  212 KLE
170.6  197.530   -3.934   29.807  1.54  216 SPI
170.6   97.189   80.977   20.241  3.84  220 NDR
170.6  258.315  -18.876   66.022  3.76  337 NUE
170.6  252.288   46.363   52.972  2.80  416 SIC
170.6  191.103   -1.080   28.115  3.00  476 ICE
170.6  268.415  -24.335   65.420  3.42  552 PSO
170.6  306.194   17.220   58.854  3.26  694 OMG
170.6  213.931   46.834   40.710  6.59  704 OAN
170.6  209.601    1.515   38.830  2.04  706 ZPI
170.6  208.311    7.445   41.978  3.19  714 RPI
170.6  254.194   35.340   58.613  5.78  715 ACL
170.6  247.622   68.408   38.572  4.96  751 KCE
170.6  142.484   49.641   14.874  3.50  757 CCY
170.6  214.371  -32.023   45.122  3.32  823 FCE
170.6  277.996  -47.667   53.749  3.35  832 LEP
170.6  229.370  -41.213   50.495  2.67  840 TER
170.6  231.345  -25.408   56.365  3.11  849 SZE
170.7  248.836   20.361   64.174  1.69  208 SPE
170.8  203.852    7.468   35.549  2.46   26 NDA
170.8  195.889    3.754   28.383  1.95   33 NIA
170.8  295.245   33.835   58.412  2.20   81 SLY
170.8  248.886  -15.878   65.050  3.37  194 UCE
170.8  271.125   20.628   66.696  4.20  210 BAU
170.8  338.433    7.584   42.274  3.12  212 KLE
170.8  197.515   -3.934   29.802  1.54  216 SPI
170.8   96.889   81.031   20.268  3.74  220 NDR
170.8  258.294  -18.836   66.027  3.75  337 NUE
170.8  252.339   46.328   52.993  2.74  416 SIC
170.8  191.103   -1.056   28.150  3.02  476 ICE
170.8  268.421  -24.341   65.417  3.42  552 PSO
170.8  306.173   17.217   58.871  3.25  694 OMG
170.8  213.939   46.898   40.697  6.59  704 OAN
170.8  209.559    1.515   38.814  2.04  706 ZPI
170.8  208.272    7.439   41.967  3.19  714 RPI
170.8  254.211   35.354   58.610  5.78  715 ACL
170.8  247.740   68.401   38.573  4.96  751 KCE
170.8  142.302   49.855   14.866  3.45  757 CCY
170.8  214.360  -32.020   45.114  3.31  823 FCE
170.8  277.935  -47.631   53.778  3.36  832 LEP
170.8  229.420  -41.211   50.535  2.76  840 TER
170.8  231.374  -25.425   56.369  3.12  849 SZE
170.9  248.823   20.322   64.182  1.67  208 SPE
171.0  203.826    7.473   35.526  2.46   26 NDA
171.0  195.857    3.750   28.372  1.92   33 NIA
171.0  295.289   33.883   58.365  2.12   81 SLY
171.0  248.868  -15.846   65.050  3.35  194 UCE
171.0  271.129   20.642   66.690  4.17  210 BAU
171.0  338.377    7.580   42.310  3.13  212 KLE
171.0  197.500   -3.934   29.797  1.54  216 SPI
171.0   96.589   81.085   20.294  3.64  220 NDR
171.0  258.272  -18.796   66.033  3.74  337 NUE
171.0  252.389   46.294   53.014  2.67  416 SIC
171.0  191.103   -1.032   28.185  3.06  476 ICE
171.0  268.428  -24.346   65.415  3.42  552 PSO
171.0  306.153   17.213   58.888  3.24  694 OMG
171.0  213.948   46.962   40.684  6.59  704 OAN
171.0  209.517    1.515   38.798  2.04  706 ZPI
171.0  208.232    7.433   41.957  3.19  714 RPI
171.0  254.228   35.368   58.607  5.78  715 ACL
171.0  247.859   68.394   38.573  4.96  751 KCE
171.0  142.119   50.070   14.858  3.40  757 CCY
171.0  214.348  -32.016   45.106  3.29  823 FCE
171.0  277.874  -47.594   53.807  3.37  832 LEP
171.0  229.469  -41.209   50.574  2.86  840 TER
171.0  231.403  -25.442   56.374  3.14  849 SZE
171.1  248.811   20.283   64.190  1.66  208 SPE
171.2  203.800    7.479   35.503  2.46   26 NDA
171.2  195.825    3.747   28.361  1.88   33 NIA
171.2  295.333   33.931   58.318  2.04   81 SLY
171.2  248.850  -15.813   65.050  3.33  194 UCE
171.2  271.133   20.656   66.683  4.15  210 BAU
171.2  338.321    7.575   42.346  3.14  212 KLE
171.2  197.485   -3.935   29.793  1.54  216 SPI
171.2   96.290   81.139   20.321  3.55  220 NDR
171.2  258.250  -18.756   66.038  3.74  337 NUE
171.2  252.439   46.259   53.034  2.61  416 SIC
171.2  191.103   -1.008   28.220  3.10  476 ICE
171.2  268.434  -24.351   65.412  3.42  552 PSO
171.2  306.132   17.210   58.906  3.24  694 OMG
171.2  213.956   47.025   40.670  6.59  704 OAN
171.2  209.475    1.515   38.782  2.04  706 ZPI
171.2  208.193    7.427   41.947  3.19  714 RPI
171.2  254.244   35.382   58.605  5.78  715 ACL
171.2  247.977   68.387   38.574  4.96  751 KCE
171.2  141.937   50.284   14.851  3.35  757 CCY
171.2  214.337  -32.013   45.098  3.28  823 FCE
171.2  277.813  -47.558   53.837  3.37  832 LEP
171.2  229.519  -41.208   50.614  2.95  840 TER
171.2  231.431  -25.459   56.378  3.15  849 SZE
171.3  248.798   20.244   64.198  1.64  208 SPE
171.4  203.774    7.484   35.480  2.46   26 NDA
171.4  195.793    3.744   28.350  1.84   33 NIA
171.4  295.378   33.979   58.271  1.96   81 SLY
171.4  248.831  -15.781   65.050  3.30  194 UCE
171.4  271.137   20.669   66.677  4.13  210 BAU
171.4  338.265    7.570   42.383  3.15  212 KLE
171.4  197.470   -3.935   29.788  1.54  216 SPI
171.4   95.990   81.194   20.348  3.53  220 NDR
171.4  258.229  -18.717   66.044  3.73  337 NUE
171.4  252.489   46.225   53.055  2.54  416 SIC
171.4  191.102   -0.983   28.255  3.14  476 ICE
171.4  268.441  -24.357   65.409  3.42  552 PSO
171.4  306.111   17.206   58.923  3.23  694 OMG
171.4  213.964   47.089   40.657  6.59  704 OAN
171.4  209.433    1.516   38.766  2.04  706 ZPI
171.4  208.154    7.421   41.937  3.19  714 RPI
171.4  254.261   35.397   58.602  5.78  715 ACL
171.4  248.095   68.380   38.574  4.96  751 KCE
171.4  141.754   50.499   14.843  3.30  757 CCY
171.4  214.326  -32.009   45.090  3.26  823 FCE
171.4  277.751  -47.521   53.866  3.38  832 LEP
171.4  229.568  -41.206   50.654  3.00  840 TER
171.4  231.460  -25.476   56.382  3.16  849 SZE
171.5  248.786   20.206   64.206  1.63  208 SPE
171.6  203.748    7.489   35.458  2.46   26 NDA
171.6  195.762    3.740   28.339  1.80   33 NIA
171.6  295.422   34.026   58.224  1.87   81 SLY
171.6  248.813  -15.748   65.050  3.28  194 UCE
171.6  271.141   20.683   66.671  4.10  210 BAU
171.6  338.209    7.565   42.419  3.16  212 KLE
171.6  197.454   -3.935   29.783  1.54  216 SPI
171.6   95.690   81.248   20.374  3.58  220 NDR
171.6  258.207  -18.677   66.050  3.72  337 NUE
171.6  252.540   46.191   53.076  2.47  416 SIC
171.6  191.102   -0.959   28.290  3.18  476 ICE
171.6  268.447  -24.362   65.407  3.42  552 PSO
171.6  306.090   17.202   58.940  3.22  694 OMG
171.6  213.973   47.153   40.643  6.59  704 OAN
171.6  209.391    1.516   38.751  2.04  706 ZPI
171.6  208.114    7.415   41.927  3.19  714 RPI
171.6  254.278   35.411   58.600  5.78  715 ACL
171.6  248.213   68.373   38.575  4.96  751 KCE
171.6  141.572   50.713   14.835  3.26  757 CCY
171.6  214.314  -32.006   45.082  3.24  823 FCE
171.6  277.690  -47.484   53.895  3.39  832 LEP
171.6  229.618  -41.204   50.694  3.00  840 TER
171.6  231.489  -25.494   56.386  3.18  849 SZE
171.7  248.774   20.167   64.214  1.61  208 SPE
171.8  203.723    7.495   35.435  2.46   26 NDA
171.8  195.730    3.737   28.328  1.76   33 NIA
171.8  295.466   34.074   58.177  1.79   81 SLY
171.8  248.795  -15.715   65.050  3.26  194 UCE
171.8  271.145   20.697   66.664  4.08  210 BAU
171.8  338.154    7.560   42.455  3.17  212 KLE
171.8  197.439   -3.936   29.779  1.54  216 SPI
171.8   95.390   81.302   20.401  3.64  220 NDR
171.8  258.185  -18.637   66.055  3.71  337 NUE
171.8  252.590   46.156   53.097  2.47  416 SIC
171.8  283.924   26.494   64.253  2.75  424 SOL
171.8  191.102   -0.935   28.325  3.22  476 ICE
171.8  268.454  -24.367   65.404  3.42  552 PSO
171.8  306.070   17.199   58.958  3.21  694 OMG
171.8  213.981   47.216   40.630  6.59  704 OAN
171.8  209.349    1.516   38.735  2.04  706 ZPI
171.8  208.075    7.409   41.916  3.19  714 RPI
171.8  254.295   35.425   58.597  5.78  715 ACL
171.8  248.332   68.366   38.575  4.96  751 KCE
171.8  141.389   50.927   14.827  3.21  757 CCY
171.8  214.303  -32.002   45.074  3.23  823 FCE
171.8  277.629  -47.448   53.925  3.40  832 LEP
171.8  229.668  -41.203   50.734  3.00  840 TER
171.8  231.518  -25.511   56.391  3.19  849 SZE
171.9  248.761   20.128   64.222  1.60  208 SPE
172.0  203.697    7.500   35.412  2.46   26 NDA
172.0  195.698    3.733   28.316  1.73   33 NIA
172.0  295.511   34.122   58.130  1.71   81 SLY
172.0  248.777  -15.683   65.050  3.24  194 UCE
172.0  271.148   20.711   66.658  4.05  210 BAU
172.0  338.098    7.555   42.491  3.18  212 KLE
172.0  197.424   -3.936   29.774  1.54  216 SPI
172.0   95.090   81.356   20.428  3.70  220 NDR
172.0  258.163  -18.597   66.061  3.71  337 NUE
172.0  252.640   46.122   53.118  2.47  416 SIC
172.0  283.861   26.479   64.268  2.75  424 SOL
172.0  191.102   -0.911   28.360  3.26  476 ICE
172.0  268.461  -24.373   65.401  3.42  552 PSO
172.0  306.049   17.195   58.975  3.20  694 OMG
172.0  213.990   47.280   40.616  6.59  704 OAN
172.0  209.308    1.516   38.719  2.04  706 ZPI
172.0  208.035    7.403   41.906  3.19  714 RPI
172.0  254.311   35.439   58.595  5.78  715 ACL
172.0  248.450   68.359   38.576  4.93  751 KCE
172.0  141.207   51.142   14.819  3.16  757 CCY
172.0  214.292  -31.999   45.066  3.21  823 FCE
172.0  277.568  -47.411   53.954  3.41  832 LEP
172.0  229.717  -41.201   50.774  3.00  840 TER
172.0  231.546  -25.528   56.395  3.20  849 SZE
172.1  248.749   20.089   64.230  1.58  208 SPE
172.2  203.671    7.506   35.389  2.46   26 NDA
172.2  195.666    3.730   28.305  1.69   33 NIA
172.2  295.555   34.170   58.083  1.63   81 SLY
172.2  248.758  -15.650   65.050  3.22  194 UCE
172.2  271.152   20.724   66.652  4.03  210 BAU
172.2  338.042    7.550   42.527  3.19  212 KLE
172.2  197.409   -3.936   29.769  1.54  216 SPI
172.2   94.790   81.410   20.454  3.75  220 NDR
172.2  258.142  -18.558   66.066  3.70  337 NUE
172.2  252.690   46.087   53.139  2.47  416 SIC
172.2  283.799   26.463   64.283  2.75  424 SOL
172.2  191.102   -0.887   28.395  3.30  476 ICE
172.2  268.467  -24.378   65.399  3.42  552 PSO
172.2  306.028   17.191   58.992  3.20  694 OMG
172.2  213.998   47.343   40.603  6.59  704 OAN
172.2  209.266    1.516   38.703  2.05  706 ZPI
172.2  207.996    7.397   41.896  3.19  714 RPI
172.2  254.328   35.453   58.592  5.78  715 ACL
172.2  248.568   68.353   38.576  4.85  751 KCE
172.2  141.025   51.356   14.812  3.11  757 CCY
172.2  214.281  -31.995   45.058  3.20  823 FCE
172.2  277.507  -47.374   53.983  3.42  832 LEP
172.2  229.767  -41.199   50.814  3.00  840 TER
172.2  231.575  -25.545   56.399  3.21  849 SZE
172.3  248.736   20.050   64.238  1.56  208 SPE
172.4  203.645    7.511   35.367  2.46   26 NDA
172.4  195.635    3.727   28.294  1.65   33 NIA
172.4  295.599   34.217   58.036  1.54   81 SLY
172.4  248.740  -15.618   65.049  3.19  194 UCE
172.4  271.156   20.738   66.645  4.01  210 BAU
172.4  337.986    7.545   42.563  3.20  212 KLE
172.4  197.394   -3.936   29.765  1.54  216 SPI
172.4   94.490   81.464   20.481  3.81  220 NDR
172.4  258.120  -18.518   66.072  3.69  337 NUE
172.4  252.741   46.053   53.159  2.47  416 SIC
172.4  283.737   26.447   64.298  2.75  424 SOL
172.4  191.102   -0.863   28.429  3.34  476 ICE
172.4  268.474  -24.384   65.396  3.42  552 PSO
172.4  306.007   17.188   59.010  3.19  694 OMG
172.4  214.007   47.407   40.590  6.59  704 OAN
172.4  209.224    1.517   38.688  2.08  706 ZPI
172.4  207.956    7.391   41.886  3.19  714 RPI
172.4  254.345   35.467   58.590  5.78  715 ACL
172.4  248.686   68.346   38.576  4.78  751 KCE
172.4  140.842   51.571   14.804  3.06  757 CCY
172.4  214.269  -31.992   45.050  3.18  823 FCE
172.4  277.446  -47.338   54.013  3.43  832 LEP
172.4  231.604  -25.562   56.404  3.23  849 SZE
172.5  248.724   20.011   64.246  1.55  208 SPE
172.6  203.619    7.517   35.344  2.46   26 NDA
172.6  195.603    3.723   28.283  1.61   33 NIA
172.6  295.643   34.265   57.989  1.50   81 SLY
172.6  248.722  -15.585   65.049  3.17  194 UCE
172.6  271.160   20.752   66.639  3.98  210 BAU
172.6  337.930    7.540   42.599  3.21  212 KLE
172.6  197.379   -3.937   29.760  1.64  216 SPI
172.6   94.190   81.519   20.508  3.86  220 NDR
172.6  258.098  -18.478   66.077  3.68  337 NUE
172.6  252.791   46.018   53.180  2.47  416 SIC
172.6  283.674   26.432   64.312  2.75  424 SOL
172.6  191.102   -0.839   28.464  3.38  476 ICE
172.6  268.480  -24.389   65.393  3.42  552 PSO
172.6  305.987   17.184   59.027  3.18  694 OMG
172.6  214.015   47.471   40.576  6.59  704 OAN
172.6  209.182    1.517   38.672  2.10  706 ZPI
172.6  207.917    7.385   41.876  3.19  714 RPI
172.6  254.362   35.481   58.587  5.78  715 ACL
172.6  248.805   68.339   38.577  4.70  751 KCE
172.6  140.660   51.785   14.796  3.01  757 CCY
172.6  214.258  -31.988   45.042  3.16  823 FCE
172.6  277.385  -47.301   54.042  3.44  832 LEP
172.6  231.632  -25.579   56.408  3.24  849 SZE
172.6  250.797   17.620   64.613  3.00  874 PXS
172.7  248.712   19.972   64.254  1.53  208 SPE
172.8  203.594    7.522   35.321  2.46   26 NDA
172.8  195.571    3.720   28.272  1.58   33 NIA
172.8  295.688   34.313   57.942  1.50   81 SLY
172.8  248.704  -15.553   65.049  3.15  194 UCE
172.8  271.164   20.765   66.632  3.96  210 BAU
172.8  337.875    7.535   42.635  3.22  212 KLE
172.8  197.363   -3.937   29.755  1.73  216 SPI
172.8   93.891   81.573   20.534  3.92  220 NDR
172.8  258.076  -18.438   66.083  3.67  337 NUE
172.8  252.841   45.984   53.201  2.47  416 SIC
172.8  283.612   26.416   64.327  2.75  424 SOL
172.8  191.102   -0.814   28.499  3.42  476 ICE
172.8  268.487  -24.394   65.391  3.42  552 PSO
172.8  305.966   17.180   59.044  3.17  694 OMG
172.8  214.023   47.534   40.563  6.59  704 OAN
172.8  209.140    1.517   38.656  2.12  706 ZPI
172.8  207.877    7.380   41.865  3.19  714 RPI
172.8  254.378   35.495   58.585  5.78  715 ACL
172.8  248.923   68.332   38.577  4.63  751 KCE
172.8  140.477   52.000   14.788  2.96  757 CCY
172.8  214.247  -31.985   45.034  3.15  823 FCE
172.8  277.324  -47.264   54.071  3.44  832 LEP
172.8  231.661  -25.596   56.412  3.24  849 SZE
172.8  250.789   17.570   64.670  3.00  874 PXS
172.9  248.699   19.933   64.262  1.52  208 SPE
173.0  203.568    7.527   35.298  2.46   26 NDA
173.0  195.539    3.716   28.261  1.54   33 NIA
173.0  295.732   34.360   57.895  1.50   81 SLY
173.0  248.685  -15.520   65.049  3.13  194 UCE
173.0  271.168   20.779   66.626  3.93  210 BAU
173.0  337.819    7.531   42.671  3.23  212 KLE
173.0  197.348   -3.937   29.751  1.83  216 SPI
173.0   93.591   81.627   20.561  3.98  220 NDR
173.0  258.055  -18.399   66.088  3.67  337 NUE
173.0  252.892   45.949   53.222  2.47  416 SIC
173.0  283.550   26.400   64.342  2.75  424 SOL
