# Shower lookup table measured using GMN data up to May 18, 2023
# Using the wmpl.Utils.ShowerTableMeasurement script in WMPL
# 
# The table is sampled at 0.2 deg solar longitude. The SCE (Sun-centered 
# ecliptic) longitude is the ecliptic longitude minus the solar 
# longitude. The "Disp" column is the measured dispersion which changes 
# over time. A meteor is considered a shower member if it has been observed 
# within 1 deg of solar longitude of a table entry, within 10% of Vg, and
# within the listed dispersion.
#
# IAU showers not present in the table:
# XRI, BIN, OSE, NDD, LOP, FSO, DRG, MXA, HNJ, FCL, LAP, NMV, AAC, VOL, ZPH, 
# ILU, EGR, TPG, JDP, ODS, CRN, OEV, TSC, MBA, BEC, AST, ZPA, EVO, NMD, JMD, 
# OAB, SEC, FVI, AGE, ATH, OVI, PPE, FBO, OMH, 
# 
# Sol  SCE lon  SCE lat       Vg  Disp  IAU IAU
# deg      deg      deg     km/s  deg    No  cd
# 
 39.8  163.813   16.219   17.099  2.54   21 AVB
 39.8  295.094    7.345   65.241  1.63   31 ETA
 39.8  165.755   -1.442   18.285  2.29  343 HVI
 39.8  328.055   31.013   43.324  3.00  347 BPG
 39.8  311.693   56.795   41.098  3.55  348 ARC
 39.8  248.151   51.194   32.128  3.00  349 LLY
 39.8  280.171   13.417   68.068  1.50  519 BAQ
 39.8  221.503   59.158   41.142  2.87  581 NHE
 39.8  265.105   25.173   64.690  5.64  648 TAL
 39.8  261.446   70.451   40.040  4.36  653 RLY
 39.8  276.287   -9.443   69.773  3.01  655 APC
 39.8    0.700   72.677   23.665  3.37  658 EDR
 39.8  203.583   -5.377   37.644  2.75  660 EPS
 39.8  229.805   40.603   50.912  3.39  661 OTH
 39.8  157.901    3.200   14.654  3.15  730 ATV
 39.8  194.567   -3.023   31.810  2.83  826 ILI
 39.8  302.405   13.867   61.705  1.50  827 NPE
 39.8  258.860   50.419   51.748  3.49  910 BTC
 39.8  269.557   45.268   55.623  4.94  911 TVU
 40.0  163.711   16.280   17.063  2.53   21 AVB
 40.0  295.045    7.357   65.250  1.64   31 ETA
 40.0  165.624   -1.471   18.240  2.34  343 HVI
 40.0  328.056   30.937   43.326  3.00  347 BPG
 40.0  311.900   56.792   41.048  3.55  348 ARC
 40.0  248.181   51.160   32.118  3.00  349 LLY
 40.0  280.142   13.413   68.080  1.50  519 BAQ
 40.0  221.424   59.078   41.165  2.87  581 NHE
 40.0  265.102   25.181   64.682  5.64  648 TAL
 40.0  261.470   70.416   40.061  4.40  653 RLY
 40.0  276.278   -9.440   69.785  3.00  655 APC
 40.0    0.726   72.623   23.660  3.40  658 EDR
 40.0  203.545   -5.383   37.619  2.75  660 EPS
 40.0  229.852   40.658   50.907  3.39  661 OTH
 40.0  158.027    3.165   14.636  3.12  730 ATV
 40.0  194.531   -3.026   31.787  2.79  826 ILI
 40.0  302.388   13.861   61.710  1.50  827 NPE
 40.0  258.824   50.445   51.734  3.48  910 BTC
 40.0  269.527   45.342   55.565  4.94  911 TVU
 40.2  163.608   16.342   17.026  2.51   21 AVB
 40.2  294.995    7.369   65.260  1.65   31 ETA
 40.2  165.493   -1.500   18.195  2.43  343 HVI
 40.2  328.057   30.861   43.328  3.01  347 BPG
 40.2  312.106   56.789   40.998  3.56  348 ARC
 40.2  248.211   51.125   32.108  3.00  349 LLY
 40.2  280.114   13.408   68.091  1.50  519 BAQ
 40.2  221.345   58.999   41.188  2.87  581 NHE
 40.2  265.099   25.189   64.674  5.64  648 TAL
 40.2  261.495   70.381   40.083  4.45  653 RLY
 40.2  276.269   -9.438   69.796  3.00  655 APC
 40.2    0.753   72.569   23.656  3.44  658 EDR
 40.2  203.508   -5.388   37.594  2.75  660 EPS
 40.2  229.900   40.712   50.902  3.39  661 OTH
 40.2  158.152    3.129   14.619  3.08  730 ATV
 40.2  194.494   -3.029   31.764  2.75  826 ILI
 40.2  302.371   13.855   61.715  1.50  827 NPE
 40.2  258.788   50.471   51.720  3.48  910 BTC
 40.2  269.498   45.415   55.508  4.94  911 TVU
 40.4  163.506   16.403   16.990  2.50   21 AVB
 40.4  294.946    7.382   65.269  1.66   31 ETA
 40.4  165.363   -1.528   18.150  2.53  343 HVI
 40.4  328.057   30.785   43.330  3.04  347 BPG
 40.4  312.313   56.786   40.947  3.56  348 ARC
 40.4  248.241   51.091   32.098  3.00  349 LLY
 40.4  280.085   13.404   68.102  1.50  519 BAQ
 40.4  265.096   25.197   64.666  5.64  648 TAL
 40.4  261.520   70.347   40.105  4.49  653 RLY
 40.4  276.261   -9.435   69.808  3.00  655 APC
 40.4    0.780   72.515   23.652  3.47  658 EDR
 40.4  203.471   -5.394   37.568  2.75  660 EPS
 40.4  229.947   40.766   50.897  3.39  661 OTH
 40.4  158.278    3.093   14.602  3.04  730 ATV
 40.4  194.458   -3.033   31.741  2.70  826 ILI
 40.4  302.354   13.849   61.719  1.50  827 NPE
 40.4  258.752   50.497   51.707  3.47  910 BTC
 40.4  269.468   45.489   55.450  4.87  911 TVU
 40.6  163.403   16.464   16.954  2.49   21 AVB
 40.6  294.897    7.394   65.278  1.67   31 ETA
 40.6  165.232   -1.557   18.106  2.62  343 HVI
 40.6  328.058   30.709   43.332  3.06  347 BPG
 40.6  312.520   56.783   40.897  3.57  348 ARC
 40.6  248.272   51.057   32.089  3.03  349 LLY
 40.6  280.057   13.400   68.114  1.50  519 BAQ
 40.6  265.093   25.205   64.659  5.64  648 TAL
 40.6  261.545   70.312   40.126  4.53  653 RLY
 40.6  276.252   -9.432   69.820  3.00  655 APC
 40.6    0.806   72.461   23.647  3.50  658 EDR
 40.6  203.433   -5.399   37.543  2.75  660 EPS
 40.6  229.995   40.820   50.892  3.39  661 OTH
 40.6  158.403    3.057   14.584  3.00  730 ATV
 40.6  194.422   -3.036   31.717  2.66  826 ILI
 40.6  302.337   13.843   61.724  1.50  827 NPE
 40.6  258.716   50.523   51.693  3.47  910 BTC
 40.6  269.439   45.563   55.393  4.80  911 TVU
 40.8  163.301   16.526   16.918  2.47   21 AVB
 40.8  294.847    7.406   65.288  1.68   31 ETA
 40.8  165.101   -1.586   18.061  2.72  343 HVI
 40.8  328.059   30.633   43.334  3.09  347 BPG
 40.8  312.727   56.780   40.847  3.57  348 ARC
 40.8  248.302   51.022   32.079  3.06  349 LLY
 40.8  280.028   13.395   68.125  1.51  519 BAQ
 40.8  265.090   25.213   64.651  5.64  648 TAL
 40.8  261.570   70.277   40.148  4.56  653 RLY
 40.8  276.243   -9.430   69.831  3.00  655 APC
 40.8    0.833   72.407   23.643  3.51  658 EDR
 40.8  203.396   -5.405   37.518  2.75  660 EPS
 40.8  230.042   40.875   50.888  3.39  661 OTH
 40.8  158.529    3.021   14.567  3.00  730 ATV
 40.8  194.386   -3.039   31.694  2.62  826 ILI
 40.8  302.320   13.837   61.729  1.50  827 NPE
 40.8  258.680   50.549   51.679  3.46  910 BTC
 40.8  269.409   45.636   55.335  4.72  911 TVU
 41.0  163.198   16.587   16.882  2.47   21 AVB
 41.0  294.798    7.419   65.297  1.70   31 ETA
 41.0  164.970   -1.615   18.016  2.81  343 HVI
 41.0  328.060   30.556   43.336  3.12  347 BPG
 41.0  312.933   56.777   40.797  3.57  348 ARC
 41.0  248.332   50.988   32.069  3.08  349 LLY
 41.0  280.000   13.391   68.136  1.54  519 BAQ
 41.0  265.087   25.221   64.643  5.64  648 TAL
 41.0  261.595   70.242   40.169  4.56  653 RLY
 41.0  276.235   -9.427   69.843  3.00  655 APC
 41.0    0.859   72.353   23.638  3.52  658 EDR
 41.0  203.359   -5.411   37.492  2.75  660 EPS
 41.0  230.090   40.929   50.883  3.39  661 OTH
 41.0  158.654    2.986   14.550  3.00  730 ATV
 41.0  194.350   -3.042   31.671  2.58  826 ILI
 41.0  302.303   13.831   61.734  1.50  827 NPE
 41.0  258.644   50.574   51.665  3.46  910 BTC
 41.0  269.380   45.710   55.278  4.65  911 TVU
 41.2  163.096   16.649   16.845  2.47   21 AVB
 41.2  294.749    7.431   65.306  1.71   31 ETA
 41.2  164.840   -1.644   17.971  2.91  343 HVI
 41.2  328.060   30.480   43.338  3.14  347 BPG
 41.2  313.140   56.774   40.747  3.58  348 ARC
 41.2  248.363   50.954   32.059  3.11  349 LLY
 41.2  279.971   13.386   68.148  1.56  519 BAQ
 41.2  265.083   25.229   64.635  5.64  648 TAL
 41.2  261.620   70.207   40.191  4.56  653 RLY
 41.2  276.226   -9.424   69.855  3.00  655 APC
 41.2    0.886   72.299   23.634  3.53  658 EDR
 41.2  203.321   -5.416   37.467  2.75  660 EPS
 41.2  230.137   40.983   50.878  3.39  661 OTH
 41.2  158.780    2.950   14.533  3.00  730 ATV
 41.2  194.313   -3.045   31.648  2.54  826 ILI
 41.2  302.286   13.825   61.738  1.50  827 NPE
 41.2  258.608   50.600   51.651  3.45  910 BTC
 41.2  269.351   45.783   55.220  4.58  911 TVU
 41.4  162.993   16.710   16.809  2.47   21 AVB
 41.4  294.699    7.443   65.316  1.72   31 ETA
 41.4  164.709   -1.672   17.927  3.00  343 HVI
 41.4  328.061   30.404   43.340  3.17  347 BPG
 41.4  313.347   56.771   40.696  3.58  348 ARC
 41.4  248.393   50.919   32.049  3.14  349 LLY
 41.4  279.943   13.382   68.159  1.59  519 BAQ
 41.4  265.080   25.237   64.628  5.64  648 TAL
 41.4  261.645   70.173   40.212  4.56  653 RLY
 41.4  276.218   -9.422   69.866  3.00  655 APC
 41.4    0.912   72.245   23.630  3.54  658 EDR
 41.4  203.284   -5.422   37.441  2.75  660 EPS
 41.4  230.184   41.037   50.873  3.39  661 OTH
 41.4  158.905    2.914   14.515  3.00  730 ATV
 41.4  194.277   -3.049   31.624  2.50  826 ILI
 41.4  302.269   13.819   61.743  1.50  827 NPE
 41.4  258.572   50.626   51.638  3.45  910 BTC
 41.4  269.321   45.857   55.163  4.51  911 TVU
 41.6  162.891   16.772   16.773  2.47   21 AVB
 41.6  294.650    7.456   65.325  1.73   31 ETA
 41.6  164.578   -1.701   17.882  3.00  343 HVI
 41.6  328.062   30.328   43.342  3.19  347 BPG
 41.6  313.554   56.768   40.646  3.59  348 ARC
 41.6  248.423   50.885   32.040  3.17  349 LLY
 41.6  279.915   13.377   68.170  1.61  519 BAQ
 41.6  265.077   25.245   64.620  5.64  648 TAL
 41.6  261.669   70.138   40.234  4.56  653 RLY
 41.6  276.209   -9.419   69.878  3.00  655 APC
 41.6    0.939   72.191   23.625  3.55  658 EDR
 41.6  203.246   -5.427   37.416  2.75  660 EPS
 41.6  230.232   41.091   50.868  3.39  661 OTH
 41.6  159.031    2.878   14.498  3.00  730 ATV
 41.6  194.241   -3.052   31.601  2.45  826 ILI
 41.6  258.536   50.652   51.624  3.44  910 BTC
 41.6  269.292   45.931   55.105  4.44  911 TVU
 41.8  162.788   16.833   16.737  2.47   21 AVB
 41.8  294.601    7.468   65.334  1.74   31 ETA
 41.8  164.448   -1.730   17.837  3.00  343 HVI
 41.8  328.063   30.252   43.344  3.22  347 BPG
 41.8  313.760   56.764   40.596  3.59  348 ARC
 41.8  248.453   50.851   32.030  3.19  349 LLY
 41.8  279.886   13.373   68.182  1.63  519 BAQ
 41.8  265.074   25.253   64.612  5.64  648 TAL
 41.8  261.694   70.103   40.256  4.56  653 RLY
 41.8  276.200   -9.416   69.890  3.00  655 APC
 41.8    0.965   72.137   23.621  3.56  658 EDR
 41.8  203.209   -5.433   37.391  2.75  660 EPS
 41.8  230.279   41.146   50.863  3.39  661 OTH
 41.8  194.205   -3.055   31.578  2.41  826 ILI
 41.8  258.500   50.678   51.610  3.44  910 BTC
 41.8  269.262   46.004   55.048  4.36  911 TVU
 42.0  162.686   16.894   16.700  2.47   21 AVB
 42.0  294.552    7.480   65.344  1.75   31 ETA
 42.0  328.063   30.175   43.346  3.24  347 BPG
 42.0  313.967   56.761   40.546  3.59  348 ARC
 42.0  248.484   50.817   32.020  3.22  349 LLY
 42.0  279.858   13.369   68.193  1.66  519 BAQ
 42.0  265.071   25.261   64.604  5.64  648 TAL
 42.0  261.719   70.068   40.277  4.56  653 RLY
 42.0  276.192   -9.414   69.902  3.00  655 APC
 42.0    0.992   72.083   23.617  3.56  658 EDR
 42.0  203.172   -5.438   37.365  2.75  660 EPS
 42.0  230.327   41.200   50.859  3.39  661 OTH
 42.0  194.168   -3.058   31.555  2.37  826 ILI
 42.0  258.463   50.703   51.596  3.43  910 BTC
 42.0  269.233   46.078   54.990  4.29  911 TVU
 42.2  162.584   16.956   16.664  2.47   21 AVB
 42.2  294.502    7.493   65.353  1.76   31 ETA
 42.2  332.632    9.843   39.556  3.00  152 NOC
 42.2  328.064   30.099   43.348  3.27  347 BPG
 42.2  314.174   56.758   40.495  3.60  348 ARC
 42.2  248.514   50.782   32.010  3.25  349 LLY
 42.2  279.829   13.364   68.204  1.68  519 BAQ
 42.2  265.068   25.269   64.597  5.64  648 TAL
 42.2  261.744   70.034   40.299  4.56  653 RLY
 42.2  276.183   -9.411   69.913  3.00  655 APC
 42.2    1.019   72.028   23.612  3.57  658 EDR
 42.2  203.134   -5.444   37.340  2.75  660 EPS
 42.2  230.374   41.254   50.854  3.39  661 OTH
 42.2  194.132   -3.062   31.531  2.35  826 ILI
 42.2  258.427   50.729   51.583  3.43  910 BTC
 42.2  269.203   46.151   54.933  4.22  911 TVU
 42.4  162.481   17.017   16.628  2.47   21 AVB
 42.4  294.453    7.505   65.363  1.78   31 ETA
 42.4  332.586    9.873   39.563  3.00  152 NOC
 42.4  328.065   30.023   43.350  3.29  347 BPG
 42.4  314.381   56.755   40.445  3.60  348 ARC
 42.4  248.544   50.748   32.000  3.28  349 LLY
 42.4  279.801   13.360   68.216  1.71  519 BAQ
 42.4  261.769   69.999   40.320  4.56  653 RLY
 42.4  276.174   -9.408   69.925  3.00  655 APC
 42.4    1.045   71.974   23.608  3.58  658 EDR
 42.4  203.097   -5.449   37.315  2.75  660 EPS
 42.4  230.422   41.308   50.849  3.39  661 OTH
 42.4  194.096   -3.065   31.508  2.35  826 ILI
 42.4  258.391   50.755   51.569  3.42  910 BTC
 42.4  269.174   46.225   54.875  4.15  911 TVU
 42.6  162.379   17.079   16.592  2.47   21 AVB
 42.6  294.404    7.517   65.372  1.79   31 ETA
 42.6  332.539    9.904   39.570  3.00  152 NOC
 42.6  328.065   29.947   43.352  3.32  347 BPG
 42.6  314.587   56.752   40.395  3.61  348 ARC
 42.6  248.575   50.714   31.991  3.31  349 LLY
 42.6  279.772   13.355   68.227  1.73  519 BAQ
 42.6  261.794   69.964   40.342  4.56  653 RLY
 42.6  276.166   -9.405   69.937  3.00  655 APC
 42.6    1.072   71.920   23.603  3.59  658 EDR
 42.6  203.060   -5.455   37.289  2.75  660 EPS
 42.6  230.469   41.362   50.844  3.39  661 OTH
 42.6  194.060   -3.068   31.485  2.35  826 ILI
 42.6  258.355   50.781   51.555  3.42  910 BTC
 42.6  269.144   46.299   54.818  4.08  911 TVU
 42.8  162.276   17.140   16.555  2.47   21 AVB
 42.8  294.354    7.530   65.381  1.80   31 ETA
 42.8  332.492    9.935   39.576  3.00  152 NOC
 42.8  328.066   29.871   43.354  3.35  347 BPG
 42.8  314.794   56.749   40.345  3.61  348 ARC
 42.8  248.605   50.679   31.981  3.33  349 LLY
 42.8  279.744   13.351   68.238  1.76  519 BAQ
 42.8  261.819   69.929   40.364  4.56  653 RLY
 42.8  276.157   -9.403   69.948  3.00  655 APC
 42.8    1.098   71.866   23.599  3.60  658 EDR
 42.8  203.022   -5.460   37.264  2.75  660 EPS
 42.8  230.516   41.417   50.839  3.39  661 OTH
 42.8  194.024   -3.071   31.461  2.35  826 ILI
 42.8  258.319   50.807   51.541  3.41  910 BTC
 42.8  269.115   46.372   54.760  4.00  911 TVU
 43.0  162.174   17.202   16.519  2.47   21 AVB
 43.0  294.305    7.542   65.391  1.81   31 ETA
 43.0  332.445    9.966   39.583  3.00  152 NOC
 43.0  328.067   29.794   43.357  3.37  347 BPG
 43.0  315.001   56.746   40.295  3.61  348 ARC
 43.0  248.635   50.645   31.971  3.36  349 LLY
 43.0  279.715   13.347   68.250  1.78  519 BAQ
 43.0  261.844   69.894   40.385  4.56  653 RLY
 43.0  276.148   -9.400   69.960  3.00  655 APC
 43.0    1.125   71.812   23.595  3.61  658 EDR
 43.0  202.985   -5.466   37.238  2.75  660 EPS
 43.0  230.564   41.471   50.834  3.39  661 OTH
 43.0  193.987   -3.074   31.438  2.35  826 ILI
 43.0  258.283   50.833   51.527  3.41  910 BTC
 43.0  269.086   46.446   54.703  3.93  911 TVU
 43.2  162.071   17.263   16.483  2.47   21 AVB
 43.2  294.256    7.554   65.400  1.82   31 ETA
 43.2  332.398    9.997   39.590  3.00  152 NOC
 43.2  328.068   29.718   43.359  3.40  347 BPG
 43.2  315.208   56.743   40.244  3.62  348 ARC
 43.2  248.666   50.611   31.961  3.39  349 LLY
 43.2  279.687   13.342   68.261  1.80  519 BAQ
 43.2  261.869   69.860   40.407  4.56  653 RLY
 43.2  276.140   -9.397   69.972  3.00  655 APC
 43.2    1.151   71.758   23.590  3.62  658 EDR
 43.2  202.947   -5.472   37.213  2.75  660 EPS
 43.2  230.611   41.525   50.830  3.39  661 OTH
 43.2  193.951   -3.078   31.415  2.35  826 ILI
 43.2  258.247   50.858   51.514  3.40  910 BTC
 43.2  269.056   46.519   54.645  3.86  911 TVU
 43.4  161.969   17.324   16.447  2.47   21 AVB
 43.4  294.206    7.566   65.409  1.83   31 ETA
 43.4  332.351   10.027   39.596  3.00  152 NOC
 43.4  328.068   29.642   43.361  3.42  347 BPG
 43.4  315.415   56.740   40.194  3.62  348 ARC
 43.4  248.696   50.577   31.951  3.42  349 LLY
 43.4  279.658   13.338   68.272  1.83  519 BAQ
 43.4  261.893   69.825   40.428  4.56  653 RLY
 43.4  276.131   -9.395   69.983  3.00  655 APC
 43.4    1.178   71.704   23.586  3.63  658 EDR
 43.4  202.910   -5.477   37.188  2.75  660 EPS
 43.4  230.659   41.579   50.825  3.39  661 OTH
 43.4  193.915   -3.081   31.392  2.35  826 ILI
 43.4  258.211   50.884   51.500  3.40  910 BTC
 43.4  269.027   46.593   54.588  3.79  911 TVU
 43.6  161.866   17.386   16.411  2.47   21 AVB
 43.6  294.157    7.579   65.419  1.84   31 ETA
 43.6  332.304   10.058   39.603  3.00  152 NOC
 43.6  328.069   29.566   43.363  3.45  347 BPG
 43.6  315.621   56.737   40.144  3.63  348 ARC
 43.6  248.726   50.542   31.942  3.44  349 LLY
 43.6  279.630   13.333   68.284  1.85  519 BAQ
 43.6  261.918   69.790   40.450  4.56  653 RLY
 43.6  276.123   -9.392   69.995  3.00  655 APC
 43.6    1.204   71.650   23.581  3.64  658 EDR
 43.6  202.873   -5.483   37.162  2.75  660 EPS
 43.6  230.706   41.633   50.820  3.39  661 OTH
 43.6  193.879   -3.084   31.368  2.35  826 ILI
 43.6  258.175   50.910   51.486  3.39  910 BTC
 43.6  268.997   46.667   54.530  3.72  911 TVU
 43.8  161.764   17.447   16.374  2.47   21 AVB
 43.8  294.108    7.591   65.428  1.86   31 ETA
 43.8  332.257   10.089   39.609  3.00  152 NOC
 43.8  328.070   29.490   43.365  3.47  347 BPG
 43.8  315.828   56.733   40.094  3.63  348 ARC
 43.8  248.756   50.508   31.932  3.47  349 LLY
 43.8  279.601   13.329   68.295  1.88  519 BAQ
 43.8  261.943   69.755   40.471  4.56  653 RLY
 43.8  276.114   -9.389   70.007  3.00  655 APC
 43.8    1.231   71.596   23.577  3.65  658 EDR
 43.8  202.835   -5.488   37.137  2.75  660 EPS
 43.8  230.754   41.688   50.815  3.39  661 OTH
 43.8  193.842   -3.087   31.345  2.35  826 ILI
 43.8  258.139   50.936   51.472  3.39  910 BTC
 43.8  268.968   46.740   54.472  3.64  911 TVU
 44.0  161.661   17.509   16.338  2.47   21 AVB
 44.0  294.058    7.603   65.437  1.87   31 ETA
 44.0  332.210   10.120   39.616  3.00  152 NOC
 44.0  328.071   29.413   43.367  3.50  347 BPG
 44.0  316.035   56.730   40.044  3.63  348 ARC
 44.0  248.787   50.474   31.922  3.50  349 LLY
 44.0  279.573   13.325   68.306  1.90  519 BAQ
 44.0  261.968   69.720   40.493  4.56  653 RLY
 44.0  276.105   -9.387   70.019  3.00  655 APC
 44.0    1.258   71.542   23.573  3.66  658 EDR
 44.0  202.798   -5.494   37.112  2.77  660 EPS
 44.0  230.801   41.742   50.810  3.39  661 OTH
 44.0  193.806   -3.091   31.322  2.35  826 ILI
 44.0  258.103   50.962   51.458  3.38  910 BTC
 44.0  268.938   46.814   54.415  3.57  911 TVU
 44.2  161.559   17.570   16.302  2.47   21 AVB
 44.2  294.009    7.616   65.447  1.88   31 ETA
 44.2  332.163   10.151   39.623  3.00  152 NOC
 44.2  328.071   29.337   43.369  3.47  347 BPG
 44.2  316.242   56.727   39.993  3.63  348 ARC
 44.2  248.817   50.439   31.912  3.48  349 LLY
 44.2  279.544   13.320   68.318  1.93  519 BAQ
 44.2  261.993   69.686   40.515  4.56  653 RLY
 44.2  276.097   -9.384   70.030  3.00  655 APC
 44.2    1.284   71.488   23.568  3.67  658 EDR
 44.2  202.761   -5.499   37.086  2.79  660 EPS
 44.2  230.848   41.796   50.805  3.39  661 OTH
 44.2  193.770   -3.094   31.299  2.35  826 ILI
 44.2  258.067   50.987   51.445  3.38  910 BTC
 44.2  268.909   46.887   54.357  3.50  911 TVU
 44.4  161.456   17.632   16.266  2.47   21 AVB
 44.4  293.960    7.628   65.456  1.89   31 ETA
 44.4  332.116   10.181   39.629  3.00  152 NOC
 44.4  328.072   29.261   43.371  3.45  347 BPG
 44.4  316.448   56.724   39.943  3.63  348 ARC
 44.4  248.847   50.405   31.902  3.47  349 LLY
 44.4  279.516   13.316   68.329  1.95  519 BAQ
 44.4  276.088   -9.381   70.042  3.00  655 APC
 44.4    1.311   71.434   23.564  3.68  658 EDR
 44.4  202.723   -5.505   37.061  2.81  660 EPS
 44.4  230.896   41.850   50.801  3.40  661 OTH
 44.4  193.734   -3.097   31.275  2.35  826 ILI
 44.4  258.031   51.013   51.431  3.37  910 BTC
 44.4  268.879   46.961   54.300  3.66  911 TVU
 44.6  161.354   17.693   16.229  2.47   21 AVB
 44.6  293.910    7.640   65.465  1.90   31 ETA
 44.6  260.870   63.943   44.252  2.30  145 ELY
 44.6  332.069   10.212   39.636  3.00  152 NOC
 44.6  328.073   29.185   43.373  3.42  347 BPG
 44.6  316.655   56.721   39.893  3.63  348 ARC
 44.6  248.878   50.371   31.893  3.45  349 LLY
 44.6  279.487   13.311   68.340  1.98  519 BAQ
 44.6  262.555   32.506   62.421  1.94  531 GAQ
 44.6    1.337   71.380   23.559  3.69  658 EDR
 44.6  202.686   -5.510   37.036  2.84  660 EPS
 44.6  230.943   41.904   50.796  3.40  661 OTH
 44.6  193.697   -3.100   31.252  2.35  826 ILI
 44.6  257.995   51.039   51.417  3.37  910 BTC
 44.6  268.850   47.035   54.242  3.81  911 TVU
 44.8  161.251   17.754   16.193  2.47   21 AVB
 44.8  293.861    7.653   65.475  1.91   31 ETA
 44.8  260.697   63.962   44.244  2.30  145 ELY
 44.8  332.023   10.243   39.643  3.00  152 NOC
 44.8  328.074   29.109   43.375  3.40  347 BPG
 44.8  316.862   56.718   39.843  3.63  348 ARC
 44.8  248.908   50.336   31.883  3.43  349 LLY
 44.8  279.459   13.307   68.352  2.00  519 BAQ
 44.8  262.558   32.526   62.408  1.94  531 GAQ
 44.8    1.364   71.326   23.555  3.69  658 EDR
 44.8  202.648   -5.516   37.010  2.86  660 EPS
 44.8  230.991   41.959   50.791  3.40  661 OTH
 44.8  193.661   -3.103   31.229  2.35  826 ILI
 44.8  257.959   51.065   51.403  3.36  910 BTC
 44.8  268.820   47.108   54.185  3.97  911 TVU
 45.0  161.149   17.816   16.157  2.47   21 AVB
 45.0  293.812    7.665   65.484  1.93   31 ETA
 45.0  260.524   63.982   44.237  2.30  145 ELY
 45.0  331.976   10.274   39.649  3.00  152 NOC
 45.0  328.074   29.033   43.377  3.37  347 BPG
 45.0  317.069   56.715   39.793  3.63  348 ARC
 45.0  248.938   50.302   31.873  3.42  349 LLY
 45.0  279.430   13.302   68.363  1.98  519 BAQ
 45.0  262.562   32.546   62.394  1.94  531 GAQ
 45.0    1.390   71.272   23.551  3.70  658 EDR
 45.0  202.611   -5.521   36.985  2.89  660 EPS
 45.0  231.038   42.013   50.786  3.40  661 OTH
 45.0  193.625   -3.107   31.206  2.35  826 ILI
 45.0  257.923   51.091   51.390  3.36  910 BTC
 45.0  268.791   47.182   54.127  4.12  911 TVU
 45.2  161.046   17.877   16.121  2.47   21 AVB
 45.2  293.762    7.677   65.494  1.94   31 ETA
